product_description,reason_for_recall,status,classification,recalling_firm,recall_initiation_date,voluntary_mandated,city,state
"ALPROSTADIL 40MCG/ML INJ  40MCG/ML INJECTABLE, Rx only, Talon Compounding Pharmacy, 2950 Thousand Oaks Drive Ste 25, San Antonio, Texas 78247",Lack of assurance of sterility,Terminated,Class II,"Vita Pharmacy, LLC dba Talon Compounding Pharmacy",20211012,Voluntary: Firm initiated,San Antonio,TX
"Testosterone Topical Solution, 30mg/1.5mL, 110mL bottles, Rx only, Manufactured for: Lupin Pharmaceuticals Inc. Baltimore, Maryland 21202 United States, Manufactured by: Lupin Limited Pithampur (M.P.) 454 775 INDIA, NDC 68180-943-11",Defective Container: Repetitive complaints received indicating pump not working.,Terminated,Class III,Lupin Pharmaceuticals Inc.,20190313,Voluntary: Firm initiated,Baltimore,MD
"fentaNYL Citrate in 0.9% Sodium Chloride, 2.5 mg per 250 mL, (10 mcg per mL) IV bags, Rx Only, SterRx, 141 Idaho Avenue, Plattsburgh, NY  12903, NDC 70324-327-02.",Lack of Assurance of Sterility,Terminated,Class II,"SterRx, LLC",20220725,Voluntary: Firm initiated,Plattsburgh,NY
"HYDROXYPROGESTERONE CAPROATE (SESAME OIL), 250mg/mL, injectable, 5 mL glass vial, RX, Creative Compounds, Wilsonville, OR 97070",Lack of Sterility Assurance: All lots of sterile products compounded by the pharmacy that are not expired due to concerns associated with quality control procedures that present a potential risk to sterility assurance that were observed during a recent FDA inspection.,Terminated,Class II,"Oregon Compounding Centers, Inc. dba Creative Compounds",20141006,Voluntary: Firm initiated,Wilsonville,OR
"EPINEPHrine added to dextrose 5%, 4mg/250ml (16 mcg/mL), IV Bag, Rx Only, Central Admixture Pharmacy Services, Inc., 2200 South 43rd Avenue, Phoenix, AZ 85043, NDC: 72196-7018-1.",Lack of Assurance of Sterility:Lack of validation data for sanitization cycles,Terminated,Class II,"Central Admixture Pharmacy Services, Inc.",20230817,Voluntary: Firm initiated,Phoenix,AZ
"M.I.C 25/50/50 W/PRES. (BENZYL ETOH 2%)  METHIONINE 25MG;INOSITOL 50MG;CHOLINE CHL 50/MG/ML, In a) 5ML Vials and b) 10ML Vials, MEDAUS PHARMACY",Lack of Assurance of Sterility,Terminated,Class II,"Medaus, Inc.",20160513,Voluntary: Firm initiated,Birmingham,AL
"Japan Weight Loss Blue Capsules, 9 g (300 mg), 30 count box, Green algae lipotropic (fat dissolving) agent, OTC, Distributed by Vitaminbestbuy.com, Brewerton, NY",Marketed Without an Approved ANDA/NDA: presence of sibutramine,Terminated,Class I,www.vitaminbestbuy.com,20120223,Voluntary: Firm initiated,Brewerton,NY
"PHENYLephrine HCl 5000 mcg/50 mL in 0.9% Sodium Chloride Injection, (Concentration = 100 mcg/mL), 50 mL Syringe, Rx Only, SCA Pharmaceuticals, 755 Rainbow Rd. Windsor, CT 06095, NDC 70004-0810-22, Bar Code 70004081022.",Lack of Assurance of Sterility,Terminated,Class II,"SCA Pharmaceuticals, LLC",20231109,Voluntary: Firm initiated,Windsor,CT
"Succinylcholine Chloride 100 mg/5 mL (20 mg/mL), 5 mL Syringes, Rx only, For IV Use only, BayCare Central Pharmacy, 7802 E. Telecom Parkway, Temple Terrace, FL 33837",Lack of sterility assurance,Terminated,Class II,"BayCare Integrated Service Center, LLC /dba BayCare Central Pharmacy",20210730,Voluntary: Firm initiated,Temple Terrace,FL
"L-Glutamine 100mg, 30 mL vials, Rx only, Bella Pharma 3101 W. Devon Ave., Chicago, IL 60659, 1 (877) BELLA.",Lack of Assurance of Sterility.,Terminated,Class II,"Bella Pharmaceuticals, Inc.",20170815,Voluntary: Firm initiated,Chicago,IL
"Zhonghua Niubian tablets, 2000mg, 6-count bottle, labeling is in foreign language","Marked Without An Approved NDA/ANDA: FDA analysis found these products to contain sildenafil, an FDA approved drug for the treatment of erectile dysfunction, making these products unapproved drugs for which safety and efficacy have not been establish and therefore, subject to recall.",Terminated,Class I,A&H Focal Inc.,20170307,Voluntary: Firm initiated,Staten Island,NY
"Trimix  Customs Injectable  Balanced Solutions, Compounding Pharmacy a division of Axium Healthcare Pharmacy, Inc., Lake Mary, FL 32746","Lack of Assurance of Sterility:All sterile products compounded, repackaged, and distributed by this  compounding pharmacy due to lack of sterility assurance and concerns associated with the quality control processes.",Terminated,Class II,Axium Healthcare Pharmacy dba Balanced Solutions Compounding,20130417,Voluntary: Firm initiated,Lake Mary,FL
"Methylcobalamin 10mg, (10mg/ml), 30 mL vials, Rx only, Bella Pharma 3101 W. Devon Ave., Chicago, IL 60659, 1 (877) BELLA.",Lack of Assurance of Sterility.,Terminated,Class II,"Bella Pharmaceuticals, Inc.",20170815,Voluntary: Firm initiated,Chicago,IL
"Alprostadil 20 mcg/mL Injectable, a) 5 mL  and b) 10 mL vials, Compounded by Wells Pharmacy Network LLC, Ocala FL",Lack of Assurance of Sterility,Terminated,Class II,Wells Pharmacy Network LLC,20160921,Voluntary: Firm initiated,Ocala,FL
"Bevacizumab, 2.5 mg/0.1 mL, Norm-Ject Syringe Intravitreal Injection, Single use only, Rx only, Repackaged by AmEx Pharmacy 1515 Elizabeth St. Suite J Melbourne, FL 32901",Lack of assurance of sterility.,Terminated,Class II,"Pacifico National, Inc. dba AmEx Pharmacy",20190830,Voluntary: Firm initiated,Melbourne,FL
"PAPAVERINE-PHENTOLAMINE-PGE1 17.44-0.64MG-5.8MCG/ML* INJECTABLE, 5 ml, Professional Compounding Pharmacy, 996 NW Circle Blvd. #105 Corvallis, OR 97330 .",Lack of Processing Controls: Insanitary conditions observed during compounding of sterile drugs during recent FDA Inspection.,Terminated,Class II,Health Solutions Pharmacy Center Inc dba Professional Compounding Pharmacy,20190221,Voluntary: Firm initiated,Corvallis,OR
"Simvastatin Tablets, USP 40 mg. Rx Only 1000 Count Bottles Manufactured by: Aurolife Pharma LLC Dayton NJ 08810  Manufactured for: Aurobindo Pharma USA, Inc. Dayton, NJ 08810  NDC 65862-053-99",Labeling; Incorrect or Missing Lot and/or Exp Date; some bottles labeled with lot number 05318054B instead of 05318034B,Terminated,Class III,Aurobindo Pharma USA Inc.,20190729,Voluntary: Firm initiated,East Windsor,NJ
"Adcetris 96 MG/100 ML NS IVPB, Rx Only, Infusion Options, Inc. 5924 13the Ave, Brooklyn, NY 11219-4934, 718-283-7233",Lack of Assurance of Sterility,Terminated,Class II,"Infusion Options, Inc.",20190612,Voluntary: Firm initiated,Brooklyn,NY
"NeoCitran Extra Strength Cold & Flu (acetaminophen 650 mg, phenylephrine hydrochloride 10 mg, pheniramine maleate 20 mg) powder packets, Natural Source Lemon flavor, 10-count single dose pouches per carton, Novartis Consumer Health Canada, Inc., Mississauga , ON, UPC 0 58478 05103 1.    Also packaged under foreign labels:   Theraflu Extra Cold and Flu powder packets, Lemon flavor, 10-count packets per box, UPC 4 607045 191395 (Russia and Former Soviet Union product); Theraflu Nighttime Severe Cold powder packets, Natural Lemon flavor, 6-count packets per carton, Novartis Consumer Health, Inc., Parsippany, NJ 07054-0622, UPC 8 806536 013925 (Korea product);",Presence of Foreign Substance: The products are being recalled because they may contain foreign substances.,Terminated,Class II,Novartis Consumer Health,20130618,Voluntary: Firm initiated,Lincoln,NE
"Edema Off, Distributed by Herbal Doctor Remedies Alhambra, CA 91801-7081 USA, 1(800) 600-0808",CGMP Deviations: These products have been found to be misbranded as  unapproved new drugs,Terminated,Class II,Herbal Doctor Remedies,20200324,Voluntary: Firm initiated,Monterey Park,CA
"Tramadol Hydrochloride Tablets, USP 50 mg, Unit Dose 100-Count Tablets Rx only, Manufactured by: Sun Pharmaceutical Industries Ltd. Survey No. 259/15, Dadra-396 191, (U.T. of D & NH), India. Distributed by: Sun Pharmaceutical Industries, Inc. Cranbury, NJ 08512, Distributed by: Major Pharmaceuticals Livonia, MI 48152 USA, NDC 0904-7179-61",Packaging defect: blister packaging inadequately sealed.,Terminated,Class II,The Harvard Drug Group,20230616,Voluntary: Firm initiated,La Vergne,TN
"GLUTATHIONE L REDUCED 100MG/ML (2ML NEBVL) INHALATION; GLUTATHIONE L REDUCED 200MG/ML (1ML NEBVL) INHALATION; GLUTATHIONE L REDUCED 220MG/ML (30ML VIAL) INJECTABLE; GLUTATHIONE L REDUCED 500MG/ML (1ML VIAL) INJECTABLE; GLUTATHIONE L REDUCED 500MG/ML (2ML VIAL) INJECTABLE; GLUTATHIONE L REDUCED-PF- 200MG/ML (2ML VIAL) INJECTABLE, Rx Only, Pharmacy Innovations, 2936 W 17th St., Erie, PA.",Lack of Assurance of Sterility: FDA inspection revealed insanitary conditions at the facility.,Terminated,Class II,Pharmacy Innovations,20221222,Voluntary: Firm initiated,Erie,PA
"Diclofenac Sodium and Misoprostol Delayed-Release Tablets, 75mg/0.2mg, Rx only, Manufactured by Watson Laboratories, Inc., Corona, CA 92880, NDC 0591-0398-60 (60 count bottles)",Failed Tablet/Capsule Specifications: Broken tablets,Terminated,Class II,Actavis Inc,20130322,Voluntary: Firm initiated,Parsippany,NJ
"Cetirizine Hydrochloride Tablets, USP, 10mg, 365-count packs, Rx Only, Manufactured for: Glenmark Therapeutics Inc., Distributed by: Amazon. NDC# 72657-129-35",CGMP Deviations,Ongoing,Class II,"Glenmark Pharmaceuticals Inc., USA",20250313,Voluntary: Firm initiated,Mahwah,NJ
"Dr. King's SafeCare Rx Lonely Mind & Body High Potency Homeopathic Formula for Professional Use Only, 2 fl. oz. (59 mL), King Bio, Inc., 3 Westside dr. Asheville, NC 28806 USA,  UPC 357955200024,  NDC 57955-2001-2",Microbial contamination,Terminated,Class I,King Bio Inc.,20180720,Voluntary: Firm initiated,Asheville,NC
"Phenylephrine HCL in 0.9% Sodium Chloride 10 mL, 1 mg/10 mL (100 mcg/mL) Single-Dose Syringe, Rx Only, Cantrell Drug Company 7321 Cantrell Rd. Little Rock, AR 72207 877-666-5222, NDC 52533-171-12",Lack of Sterility Assurance.,Terminated,Class II,Cantrell Drug Company,20170714,Voluntary: Firm initiated,Little Rock,AR
"Maximum Strength/Non-Drowsy Tussin DM Adult Maximum Strength, Cough Cold, Dextromethorphan HBr, USP, 10 mg (Cough Suppressant) , Guaifenesin, USP, 200 mg  (Expectorant), 4, 8 fl oz bottles , OTC only, labeled as A) CareOne 8 fl oz bottle, Distributed by American Sales Company, Lancaster, NY 14086, UPC 341520339677, B) Our Family 4 fl oz bottle, Distributed by Nash Finch Company, NFC Brands, MPLS, MN 55435, UPC 070253579523, C) Premier Value 4, 8 fl oz bottle, Distributed by Chain Drug Consortium, LLC., Boca Raton, FL 33431, 4 fl oz UPC 840986024719;  8 fl oz UPC 840986024726, NDC 68016-177-XX,  D) Rexall  4 fl oz bottle, Packaged for Dolencorp, LLC, Goodlettsville, TN 37072, UPC 715256714044, E) Safeway  4 fl oz, Distributed by Safeway INC, Pleasanton, CA 94566-0009, UPC 321130763581; F) Select Brand 4, 8 fl oz, Distributed by Select Brand Distributers, Pine Bluff, AR 71603, 4 fl oz UPC 015127024303; 8 fl oz UPC 015127024310.","Presence of Precipitate; white substance confirmed as Guaifenesin, an active ingredient was observed in some bottles.",Terminated,Class III,Aaron Industries Inc,20140411,Voluntary: Firm initiated,Lynwood,CA
"All potassium bromide Products, Rx Only, Compounded by RELIABLE DRUG/RELIABLE COMPOUNDING PHARMACY, 801 Irving St., SAN FRANCISCO, CA 94122.",Lack of Processing Controls,Terminated,Class II,Reliable Rexall-A Compounding Pharmacy,20160325,Voluntary: Firm initiated,San Francisco,CA
"morphine Sulfate, 1 mg per mL (2 mg per 2 mL), in 0.9% Sodium Chloride, Preservative Free, 2 mL Total Volume in a syringe, For IV Use, Rx only, PharMEDium, Product code 2R3353.",Stability Data Does Not Support Expiry: potential loss of potency in drugs packaged and stored in syringes.,Terminated,Class II,"Pharmedium Services, LLC",20150717,Voluntary: Firm initiated,Lake Forest,IL
"Estriol Micronized, USP, Bulk, Rx only, For Prescription Compounding, Manufactured by Qinhuangdao Zizhu Pharmaceutical Co., Ltd, Qinhuangdao 066004, China 44132-007-06",cGMP Deviations; lack of quality assurance.,Terminated,Class II,"Qinhuangdao Zizhu Pharmaceutical, Co.",20170324,Voluntary: Firm initiated,Qinhuangdao,N/A
"COENZYME Q-10, Capsule 100 mg, Over The Counter, Distributed by: AidaPak Service, LLC, NDC 37205055065","Labeling: Label Mixup; COENZYME Q-10 Capsule, 100 mg may be potentially mislabeled as    ASPIRIN EC, Tablet, 325 mg, NDC 00904201360, Pedigree: AD30180_13, EXP: 5/9/2014;  ASPIRIN, Chew Tablet, 81 mg, NDC 00536329736, Pedigree: AD33897_1, EXP: 5/9/2014;  TACROLIMUS, Capsule, 1 mg, NDC 00781210301, Pedigree: AD37056_1, EXP: 5/10/2014;  METOPROLOL TARTRATE, Tablet, 12.5 mg (1/2 of 25 mg), NDC 576640",Terminated,Class II,"Aidapak Services, LLC",20130702,Voluntary: Firm initiated,Vancouver,WA
"Levofloxacin Injection 500mg/20 mL (25 mg/mL), For Intravenous Infusion, packaged in a) 20mL vials and b) 30 mL vials, Rx Only, Manufactured by: Akorn, Inc., Lake Forest, IL 60045.  ALL NDCs",CGMP Deviations: Firm went out of business and could no longer continue stability studies.,Ongoing,Class II,"Akorn, Inc.",20230426,Voluntary: Firm initiated,Gurnee,IL
"TOBRAMYCIN 1.4% (14MG/ML) OPHTHALMIC	15 ML  	3 ML  	  	7 ML;  	  	  TOBRAMYCIN SOLUTION** 0.3% OPHTHALMIC	30 MLS  	  	5 MLS;  TOBRAMYCIN SULFATE** (25X2ML) 80MG/2ML INJECTABLE	100 ML  	150 ML  	50 MLS;  TOBRAMYCIN/AMPHOTERICIN-B/BUDESONIDE, STERILE 125MG/5MG/0.6MG/5ML NASO-NEB	70 ML  (9 DIFFERENT PRODUCTS)",Lack of Assurance of Sterility: Franck's Lab Inc. initiated a recall of all Sterile Human Drugs distributed between 11/21/2011 and 05/21/2012. FDA environmental sampling revealed the presence of microorganisms and fungal growth in the clean room where sterile products were prepared.,Terminated,Class II,"Franck's Lab Inc., d.b.a. Franck's Compounding Lab",20120521,Voluntary: Firm initiated,Ocala,FL
"Cymevene 500 mg Powder for Infusion, (ganciclovir), 50 mg/mL ganciclovir (reconstructed), Rx only, 10 mL vials, Roche Products Limited, Welwyn Garden City, AL7 1TW, United Kingdom",Lack of Assurance of Sterility; container closure issues with the bulk batch.,Terminated,Class II,F. Hoffmann-LaRoche Ltd.,20120905,Voluntary: Firm initiated,Basel,N/A
"HCG Chorionic Gonadotropin, compounded by Pallimed Solutions Pharmacy, Woburn, MA",Lack of Assurance of Sterility; FDA inspectional findings resulted in concerns associated with quality control procedures that impacted sterility assurance,Terminated,Class II,Pallimed Solutions,20130325,Voluntary: Firm initiated,Woburn,MA
"ProSirona, A Homeopathic Formula, Calendula Oil packaged in 1/8 Fl. oz. (3.5 g) bottles, Dist. by: Endometriosis Assoc. Inc. (International), Mfg. by Claire Ellen Topicals, P.O. Box 901 Westborough, MA 01581, USA, NDC# 66233-712-01.",cGMP Deviations,Terminated,Class II,Atlantic Management Resources Ltd.,20221212,Voluntary: Firm initiated,Westborough,MA
"Test Cyp 50 mg-estradiol blend 22 mg, Clinical Specialties Compounding Pharmacy, 318 Baston Road, Augusta, GA 30907",Lack of Assurance of Sterility: FDA inspection findings resulted in concerns regarding quality control processes,Terminated,Class II,Clinical Specialties Compounding Pharmacy,20130320,Voluntary: Firm initiated,Augusta,GA
"CPM / PSE DM Drops, Antihistamine, Cough Suppressant  Decongestant, 1 fl oz. bottle, OTC, Manufactured for: Trigen Laboratories, Sayreville, NJ,08872 NDC 13811-072-30",CGMP Deviations: Products are underdosed or have an incorrect dosage regime.,Terminated,Class II,"TG United, Inc.",20130130,Voluntary: Firm initiated,Brooksville,FL
"DIPPIN' DOTS SCENTED COTTON CANDY ANTIBACTERIAL HAND GEL (Ethyl Alcohol 62%), 1.35 fl oz / 40 mL, OTC, Distributed by: JFL Enterprises, Inc. Cleveland, Ohio 44102.",CGMP deviations: Stability testing was not conducted on manufactured sunscreen and hand sanitizer OTC products.,Terminated,Class III,"NingBo Huize Commodity Co.,Ltd.",20190401,Voluntary: Firm initiated,Yuyao,N/A
"Paliperidone Extended-release Tablets, 1.5 mg, 30 count bottles, Rx only, Mylan Pharmaceuticals, Inc., Morgantown, WV --- NDC 0378-3978-93",Failed Dissolution Specifications; three month stability time point.,Terminated,Class II,Mylan Pharmaceuticals Inc.,20160212,Voluntary: Firm initiated,Morgantown,WV
"Diphenylcyclopropenone active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, Ontario M5A 4N3, Canada",Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,Terminated,Class II,Attix Pharmaceuticals,20141114,Voluntary: Firm initiated,Toronto,
"PONSTEL (Mefanamic Acid) USP, 250 mg capsules, 30-count bottles, Rx Only, Manufactured for: Shionogi Inc. Florham Park, NJ 07932 Manufactured by: Halo Pharmaceutical Inc. Whippany, NJ 07981",Failed Dissolution Specifications: Low dissolution results were obtained during stability testing,Terminated,Class III,Shionogi Inc.,20170524,Voluntary: Firm initiated,Alpharetta,GA
"Clobetasol Propionate Cream, USP, 0.05%, packaged in a) 15g tubes, b) 30g tubes, and c) 60g tubes, Rx Only, Distributed by: Akorn Operating Company, LLC., Gurnee, IL 60031.  ALL NDCs",CGMP Deviations: Firm went out of business and could no longer continue stability studies.,Ongoing,Class II,"Akorn, Inc.",20230426,Voluntary: Firm initiated,Gurnee,IL
