nct_id,title,official_title,status,why_stopped,phase,study_type,enrollment,conditions,drug_names,intervention_types,primary_outcomes,start_date,completion_date,sponsor,sponsor_type
NCT02673866,Study to Evaluate the Efficacy and Safety of DS-1971a for the Treatment of Diabetic Peripheral Neuropathic Pain (DPNP),A Randomized Double-Blind Placebo and Active Controlled Parallel Group Study to Evaluate the Efficacy and Safety of DS-1971a for the Treatment of Diabetic Peripheral Neuropathic Pain (DPNP),WITHDRAWN,reassessment of phase 2 study indication,PHASE2,INTERVENTIONAL,0,"Neuropathic Pain, Diabetes","DS-1971a, placebo, pregabalin","DRUG, DRUG, DRUG",Change in weekly Average Daily Pain Score (ADPS),2016-02,2017-02,Daiichi Sankyo,INDUSTRY
NCT00216008,"Pharmacogenomic Study of Docetaxel and Cisplatin, Followed by Docetaxel, Cisplatin and Irradiation.","Phase II Pharmacogenomic Study of Neoadjuvant Pre-irradiation Docetaxel and Cisplatin, Followed by Neoadjuvant Concomitant Docetaxel, Cisplatin and Irradiation, Followed by Surgery (CD-CDR-S) in Adult Patients With Operable Adenocarcinomas of the Esophagus or Gastroesophageal Junction",TERMINATED,IRB Closure,PHASE2,INTERVENTIONAL,42,"Esophageal Adenocarcinomas, Adenocarcinomas of the Gastroesophageal Junction","docetaxel, cisplatin","DRUG, DRUG, PROCEDURE, PROCEDURE",response rate,2005-07,2007-02,H. Lee Moffitt Cancer Center and Research Institute,OTHER
NCT00459225,Iron Prophylaxis for Anemia in Infants With Cyanotic Congenital Heart Disease,Iron Prophylaxis for Anemia in Infants With Cyanotic Congenital Heart Disease: An Open Label Trial,WITHDRAWN,Difficulty recruiting subjects,NA,INTERVENTIONAL,0,Anemia,Iron (ferrous sulfate),DRUG,"Complete blood count, Iron study labs (ferritin, Total Iron Binding Capacity, and Iron lab) 72 hours prior to discharge following neonatal surgery, Hemoglobin and Hematocrit at pre-Glenn catheterization, Complete Blood count, Iron study labs, and Reticulocyte count at pre-glenn screening",2007-04,2013-06,Emory University,OTHER
NCT03808740,Orthostatic Intolerance After Bariatric Surgery,Orthostatic Intolerance After Bariatric Surgery,TERMINATED,"Due to COVID-19 pandemic, recruitment was stopped. All the weight loss surgeries were stopped.. Weight Loss clinic (VWL) was closed for IN person visits. We could not recruit any participant for Non surgical weight loss category.",PHASE1,INTERVENTIONAL,10,Orthostatic Intolerance,"Atomoxetine, Placebo","DRUG, DRUG","Blood Pressure Measurements During Orthostatic Challenge With a Head up Tilt (HUT at 60 Degrees) Before and After Bariatric Surgery: at 2 Timepoints: After 10% Weight Loss and After 3 Months, Cardiac Output During Orthostatic Challenge With a Head up Tilt (HUT at 60 Degrees) Before and After Bariatric Surgery: at 2 Timepoints: After 10% Weight Loss and After 3 Months, Stroke Volume Measurements During Orthostatic Challenge With a Head up Tilt (HUT at 60 Degrees) Before and After Bariatric Surgery: at 2 Timepoints: After 10% Weight Loss and After 3 Months, Calculated Total Peripheral Resistance During Orthostatic Challenge With a Head up Tilt (HUT at 60 Degrees) Before and After Bariatric Surgery: at 2 Timepoints: After 10% Weight Loss and After 3 Months",2018-07-01,2021-05-31,Vanderbilt University Medical Center,OTHER
NCT00441168,"Velcade (Bortezomib), Adriamycin Dexamethasone (PAD) or Vincristine Adriamycin Dexamethasone in Second Line Treatment of Multiple Myeloma","A Phase 2, Multicentre, Randomised, Open-Label, Parallel Group Study to Evaluate the Safety and Efficacy of Velcade When Added to Adriamycin-Dexamethasone Treatment Versus Vincristine-Adriamycin-Dexamethasone Standard Treatment in Subjects With Multiple Myeloma Who Are Refractory to or Have Relapsed After Primary Therapy for Multiple Myeloma",TERMINATED,TRIAL STOPPED due to a change in standard of care and the required patient numbers could no longer be achieved,PHASE2,INTERVENTIONAL,30,Multiple Myeloma,"adriamycin, bortezomib, dexamethasone, vincristine","DRUG, DRUG, DRUG, DRUG","Best Confirmed Disease Response, Best Reported Disease Response",2006-12,2008-01,Janssen-Cilag International NV,INDUSTRY
NCT00624468,Atacicept in Subjects With Optic Neuritis,"A Two-arm, Randomized, Double-blind, Placebo-controlled, Multicenter Phase II Study to Evaluate Safety and Tolerability and to Explore the Neuroprotective Effect of Atacicept as Assessed by Optical Coherence Tomography (OCT) in Subjects With Optic Neuritis (ON) as Clinically Isolated Syndrome (CIS) Over a 36-week Treatment Course",TERMINATED,EMD Serono voluntarily decided to terminate this trial after observing increased MS disease activity in trial 28063 ATAMS \[Please refer to ATAMS\],PHASE2,INTERVENTIONAL,34,Optic Neuritis,"Atacicept, Placebo matched to atacicept","DRUG, DRUG",Change From Baseline in Retinal Nerve Fiber Layer (RNFL) Thickness in the Affected Eye at Last Observed Value (LOV),2008-06,2011-01,EMD Serono,INDUSTRY
NCT01062191,Altrazeal Range of Motion Study Comparing With Typical Carboxymethyl,Flexible Hydrogel Nanoparticle Wound Dressing Allows Greater Joint Range of Motion Compared to Typical Sodium Carboxymethylcellulose Dressing,TERMINATED,Lack of enrollment,NA,INTERVENTIONAL,3,Burn,,"DEVICE, DEVICE",Range of motion in burned joints with dressing in place as compared to control,2007-05,2008-10,ULURU Inc.,INDUSTRY
NCT03843918,A Study on the Safety and Efficacy of LAE001 in the Treatment of Metastatic Prostate Cancer,A Phase I/II Study on the Safety and Efficacy of LAE001 in the Treatment of Metastatic Prostate Cancer,TERMINATED,"This is phase I/II study, phase I study completed, phase II study started and enrolled 1 patient. Company strategy consideration to terminated phase 2 study finally.","PHASE1, PHASE2",INTERVENTIONAL,33,Prostate Cancer Metastatic,LAE001,DRUG,"Incidence of DLT (Phase I), Number of Participants With Adverse Events as a Measure of Safety and Tolerability",2019-04-05,2023-10-09,Laekna Limited,INDUSTRY
NCT05156190,The Impact of Bright Classroom on Myopia,Cluster-randomized Trial of a Novel Bright Classroom and Artificial Light Renovation in the Prevention of Myopia Among Chinese School-going Children,WITHDRAWN,Approval for buiding the classroom has not been obtained.,NA,INTERVENTIONAL,0,Myopia,,OTHER,three-year cumulative incidence of myopia,2023-06-01,2023-12-30,"Queen's University, Belfast",OTHER
NCT01313390,"Everolimus and Docetaxel in Treating Patients With Recurrent, Locally Advanced, or Metastatic Head and Neck Cancer",DORA: A Phase I and Randomized Phase II Study of Docetaxel and RAD001 (Everolimus) in Advanced/Recurrent or Metastatic Squamous Cell Carcinoma of the Head and Neck,TERMINATED,Lack of recruitment,"PHASE1, PHASE2",INTERVENTIONAL,4,Head and Neck Cancer,"docetaxel, everolimus","DRUG, DRUG, OTHER, OTHER","Maximum-tolerated dose and recommended phase II dose of everolimus in combination with docetaxel (phase I), Safety and tolerability of the combination of everolimus and docetaxel, Response using RECIST criteria (phase II)",2009-06,2011-04,"University College, London",OTHER
NCT04645797,A Dose Escalation Study of APR003 in Patients With Advanced Colorectal Cancer (CRC) With Malignant Liver Lesions,"A Phase 1 Dose Escalation Study to Evaluate Safety, Tolerability, and Pharmacokinetics/ Pharmacodynamics of APR003 in Patients With Advanced Colorectal Cancer (CRC) With Malignant Liver Lesions",TERMINATED,Study terminated prematurely due to internal corporate decision,PHASE1,INTERVENTIONAL,11,Advanced Colorectal Carcinoma,APR003,DRUG,"Determine the Number of Patients With Dose Limiting Toxicities (DLTs), Maximum Concentration (Cmax) of APR003, Time-to-maximum Concentration (Tmax) of APR003, Area Under the Curve (AUC) From Time Zero to 24 hr (AUC0-24) of APR003, AUC From Time Zero to Time Infinity (AUC0-ꝏ) of APR003, AUC Over the Dosing Interval (AUClast) of APR003, Elimination Half-life (T1/2) of APR003, Apparent Volume of Distribution at Steady State After Administration (Vss/F) of APR003, Apparent Total Plasma Clearance (CL/F) of APR003",2021-01-19,2022-05-07,"Apros Therapeutics, Inc",INDUSTRY
NCT01048060,Consent for Obtaining Additional Bone Marrow Specimens at Time of Diagnostic Bone Marrow Procedure,Consent for Obtaining Additional Bone Marrow Specimens at the Time of a Diagnostic Bone Marrow Procedure,TERMINATED,Business Decision,,OBSERVATIONAL,334,"Brain Cancer, Cancer",,PROCEDURE,Cancer Research in Future,2002-02,2016-08,Stanford University,OTHER
NCT03750760,Early Alirocumab to Reduce LDL-C in Myocardial Infarction,Early Alirocumab to Reduce LDL-C in Myocardial Infarction,WITHDRAWN,Changes in funding decision,PHASE4,INTERVENTIONAL,0,"Myocardial Infarction, Dyslipidemias","Alirocumab, Atorvastatin 80mg, Ezetimibe 10mg","DRUG, DRUG, DRUG",Percentage change in LDL-C in enhanced care group verses standard of care group at 2 weeks after randomisation,2020-01,2021-12,Imperial College London,OTHER
NCT04617860,Open-label Extension Study to Evaluate the Safety and Tolerability of WVE-120102 in Patients With Huntington's Disease,"A Multicenter, Open-label Extension Study to Evaluate the Safety, Pharmacodynamics, and Clinical Effects of WVE-120102 in Patients With Huntington's Disease",TERMINATED,Lack of efficacy,"PHASE1, PHASE2",INTERVENTIONAL,36,Huntington Disease,WVE-120102,DRUG,"Safety: Number of Patients With Treatment-emergent Adverse Events (TEAEs), Safety: Number of Patients With a Severe TEAE, Safety: Number of Patients With Serious TEAEs, Safety and Tolerability: Number of Patients Who Withdraw Due to TEAEs",2019-09-24,2021-04-29,Wave Life Sciences Ltd.,INDUSTRY
NCT00322582,The Genetic Basis for Familial Cardiomyopathy in Patients With Idiopathic Cardiomyopathy,Open Labeled of the Study the Genetic Basis for Familial Cardiomyopathy in Patients With Idiopathic,TERMINATED,no financial resources were available to complete the study,,OBSERVATIONAL,41,Cardiomyopathy,,,,2007-05,2009-02,Carmel Medical Center,OTHER
NCT01343823,Evaluation of Ecallantide for Treatment of Angiotensin Converting Enzyme (ACE) Inhibitor Induced Angioedema,Evaluation of Ecallantide for the Acute Treatment of Angiotensin Converting Enzyme Inhibitor Induced Angioedema,TERMINATED,Interim analysis suggested a trend favoring ecallantide; observed response rate to placebo was substantially higher than described in medical literature.,PHASE2,INTERVENTIONAL,79,ACE Inhibitor Induced Angioedema,"ecallantide 60 mg, ecallantide 30 mg, ecallantide 10 mg, placebo, placebo match for 30 mg ecallantide arm, placebo match for 10 mg ecallantide arm","DRUG, DRUG, DRUG, DRUG, DRUG, DRUG",Safety and Efficacy of Ecallantide,2011-06-01,2012-06-01,Shire,INDUSTRY
NCT02170480,Pin Size Influence the Incidence of Knee Pain,Does Pin Size Influence the Incidence of Knee Pain in Patients Undergoing Temporary Skeletal Traction?,TERMINATED,PI is moving to another university; resident researcher does not wish to continue study with another PI.,,OBSERVATIONAL,9,Pain,,,"2000 IKDC Subjective Knee Evaluation form, and pin site Visual Analog Pain Scale (VAS)",2013-04,2016-04,University of Utah,OTHER
NCT02949479,Dissociation Investigation Study in Sex Offenders,Dissociative Experience During the Offence in Sex Offenders : Clinical and Prognosis Correlates,TERMINATED,"STUDY INVESTIGATORS HAVE LEFT THE INSTITUTION, THE DEPARTMENT NO LONGER HAS TIME TO INCLUDE",NA,INTERVENTIONAL,30,Sex Offenses,,BEHAVIORAL,"point prevalence of clinical dissociation during the offence, assessed with the use of clinical examination (narrative and DSM-5 criteria)",2017-03-29,2021-12-10,Hôpital le Vinatier,OTHER
NCT01560962,Efficacy of Over the Counter (OTC) Povidone-Ioldine 5% for Treatment of Acute or Chronic Blepharitis,Efficacy of Over the Counter (OTC) Povidone-Ioldine 5% for Treatment of Acute or Chronic Blepharitis,TERMINATED,research staffs unable to continue.,NA,INTERVENTIONAL,100,Blepharitis,"povidone iodine, Azithromycin, tobramycin-dexmethasone","DRUG, OTHER, DRUG, DRUG, OTHER",meibomian gland plugging,2012-01,2012-12,Southern California Institute for Research and Education,OTHER
NCT02122146,A Study Of PF-06664178 In Patients With Advanced Solid Tumors,"A Phase 1, Dose Escalation Study Of Pf-06664178 In Patients With Locally Advanced Or Metastatic Solid Tumors",TERMINATED,The study was prematurely discontinued due to a business-related decision on 09-FEB-2016. The decision to terminate the trial was based on the overall results.,PHASE1,INTERVENTIONAL,31,Neoplasms,"PF-06664178, PF-06664178","DRUG, DRUG","First Cycle Dose Limiting Toxicities (DLTs) In Order to Determine the Maximum Tolerated Dose(MTD), Number of Patients With All-Causality Treatment-Emergent Adverse Events(TEAEs) [Part 2 & 3], Number of Participants With Laboratory Abnormalities [Part 2 & 3]",2014-08,2016-06,Pfizer,INDUSTRY
NCT04336046,Ultrasound Guided Bilateral Erector Spinae Block as Analgesia for Adolescent Idiopathic Scoliosis Correction,Ultrasound Guided Bilateral Erector Spinae Block as Analgesia for Adolescent Idiopathic Scoliosis Correction,SUSPENDED,busy,NA,INTERVENTIONAL,40,"Erector Spinae Block, Analgesia, Scoliosis Idiopathic","normal saline, Bupivacaine","PROCEDURE, PROCEDURE, DRUG, DRUG",postoperative morphine consumption,2025-12-31,2026-02-27,Tanta University,OTHER
NCT03283046,Study of Lenalidomide/Dexamethasone With Nivolumab and Ipilimumab in Patients With Newly Diagnosed Multiple Myeloma,Phase 1 Study of Lenalidomide/Dexamethasone With Nivolumab and Ipilimumab in Patients With Newly Diagnosed Multiple Myeloma,WITHDRAWN,Similar to another study.,PHASE1,INTERVENTIONAL,0,"Malignant Neoplasms Stated as Primary Lymphoid Haematopoietic, Multiple Myeloma","Nivolumab, Lenalidomide, Dexamethasone, Ipilimumab","DRUG, DRUG, DRUG, DRUG","Maximum Tolerated Dose (MTD) of Nivolumab and Ipilimumab with Dexamethasone and Lenalidomide (NILd) in Participants with Newly Diagnosed Multiple Myeloma, Adverse Events (AE) of Nivolumab and Ipilimumab with Dexamethasone and Lenalidomide (NILd) in Participants with Newly Diagnosed Multiple Myeloma",2017-10,2020-10,M.D. Anderson Cancer Center,OTHER
NCT06093503,Study of Intravenous Telisotuzumab Vedotin in Combination Osimertinib or Standard of Care Chemotherapy to Assess Change in Disease Activity in Adult Participants With Non-Small Cell Lung Cancer That Has a Mutation in the Epidermal Growth Factor Receptor Gene and That Overexpresses the c-Met Protein,"Phase 3, Open-Label, Randomized, Controlled, Global Study of Telisotuzumab Vedotin (ABBV-399) Combined With Osimertinib vs Platinum-Based Chemotherapy in Subjects With c-Met Overexpressing (OE) EGFR Mutant, Locally Advanced/Metastatic Non-Squamous NSCLC After a First Progression on Prior Third Generation EGFR TKi Treatment",WITHDRAWN,Strategic considerations,PHASE3,INTERVENTIONAL,0,Non-Small Cell Lung Cancer,"Telisotuzumab Vedotin, Osimertinib, Cisplatin, Carboplatin, Pemetrexed","DRUG, DRUG, DRUG, DRUG, DRUG",PFS in the Population of Participants with no Central Nervous System (CNS) Metastases at Baseline,2024-05-31,2028-04-11,AbbVie,INDUSTRY
NCT05747027,Prospective Randomized Controlled Trial of Obstructed Defecation Surgery,Prospective Randomized Controlled Trial Comparing Transvaginal Rectopexy and Ventral Mesh Rectopexy for Obstructed Defecation in Pelvic Organ Prolapse (PROD Trial),TERMINATED,Due to low recruitment rate,NA,INTERVENTIONAL,15,"Obstructed Defecation, Pelvic Organ Prolapse",,"PROCEDURE, PROCEDURE",Degree of Rectal Hypermobility Measured Via Ultrasound,2024-05-16,2025-05-30,Endeavor Health,OTHER
