nct_id,title,official_title,status,why_stopped,phase,study_type,enrollment,conditions,drug_names,intervention_types,primary_outcomes,start_date,completion_date,sponsor,sponsor_type
NCT06878625,"A Multicenter, Prospective, Cohort Study of Trop-2 ADC Combination Therapy for Advanced Triple-negative Breast Cancer","A Multicenter, Prospective, Cohort Study Evaluating the Efficacy of Trop-2 ADC Combination Therapy in Advanced Triple-Negative Breast Cancer",RECRUITING,,PHASE2,INTERVENTIONAL,138,Evaluating the Efficacy of Trop-2 ADC Combination Therapy in Advanced Triple-Negative Breast Cancer,,"COMBINATION_PRODUCT, COMBINATION_PRODUCT",Progression Free Survival (PFS) as Assessed by Investigator per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1),2024-12-06,2027-06-30,Tianjin Medical University Cancer Institute and Hospital,OTHER
NCT03676725,Prevalence of Lidocaine Ineffectiveness in Adults With and Without ADHD,"Assessing the Frequency of Lidocaine Ineffectiveness in the General Population vs. Males With ADHD, and Females With ADHD, With or Without PMS",COMPLETED,,EARLY_PHASE1,INTERVENTIONAL,90,"ADHD, PMS",Lidocaine gel,DRUG,Number of Subjects With Lidocaine Ineffectiveness,2019-08-14,2020-03-01,"PhenoSolve, LLC",INDUSTRY
NCT00226525,Effect of Metal Skin Sensitivity on Restenosis After Stent Implantation,Rate of Metal Skin Allergy in Cohorts of Patients With and Without Coronary Stent Restenosis,UNKNOWN,,NA,INTERVENTIONAL,150,Coronary Stent Restenosis,,PROCEDURE,The rate of skin delayed type hypersensitivity to metals among patients with restenosis and without restenosis,2005-02,2006-08,Hadassah Medical Organization,OTHER
NCT00303225,SIGA-246 to Treat Smallpox,"A Double-Blind, Randomized, Placebo-Controlled, Ascending Single-Dose, Phase I Trial of the Anti-Orthopoxvirus Compound SIGA-246 in Healthy Volunteers",WITHDRAWN,,PHASE1,INTERVENTIONAL,0,Vaccinia,Vaccine: SIGA-246,DRUG,,2006-03-13,2006-08-04,National Institute of Allergy and Infectious Diseases (NIAID),NIH
NCT03798925,mNGS for Detection of Pathogens for Pulmonary Infection,Microbiological Diagnostic Performance of Metagenomic Next-generation Sequencing for Pulmonary Infection in Clinical Settings,UNKNOWN,,,OBSERVATIONAL,100,Pulmonary Infection,,OTHER,microbiological diagnosis (pathogen of pulmonary infection),2018-08-19,2019-02,Sir Run Run Shaw Hospital,OTHER
NCT02530125,Pidilizumab in Treating Patients With Stage III-IV Diffuse Large B-Cell Lymphoma Following First Remission,Phase II Study of Pidilizumab (MDV9300) in Patients With Diffuse Large B-Cell Lymphoma Following First Remission,TERMINATED,sponsor decided to discontinue development of the study drug.,PHASE2,INTERVENTIONAL,4,"Stage III Diffuse Large B-Cell Lymphoma, Stage IV Diffuse Large B-Cell Lymphoma",Pidilizumab,"OTHER, BIOLOGICAL",Response to Pidilizumab,2015-09,2017-01,Northwestern University,OTHER
NCT01271725,LUX-Breast 2; Afatinib in HER2 (Human Epidermal Growth Factor Receptor)-Treatment Failures,"LUX-Breast 2; An Open Label, Phase II Trial of Afatinib (BIBW 2992) in Patients With Metastatic HER2-overexpressing Breast Cancer Failing HER2-targeted Treatment in the Neoadjuvant and/or Adjuvant Treatment Setting",COMPLETED,,PHASE2,INTERVENTIONAL,74,Breast Neoplasms,"Vinorelbine 25 mg/m2 weekly, Afatinib 40mg once daily (OD), Paclitaxel 80 mg/m2 weekly","DRUG, DRUG, DRUG",Percentage of Participants With Objective Response (OR) Assessed by Response Evaluation Criteria in Solid Tumours Version (RECIST) 1.1,2011-05-24,2017-03-13,Boehringer Ingelheim,INDUSTRY
NCT03921125,Pleth Variability Index for Directed Fluid Optimization in Donors in Living Donor Liver Transplantation,The Accuracy of Pleth Variability Index for Directed Fluid Optimization in Donors in Living Donor Liver Transplantation,UNKNOWN,,,OBSERVATIONAL,40,Fluid Response,,DEVICE,Correlation between PPV and PVI before and after fluid resuscitation.,2018-10-09,2019-10-20,Ain Shams University,OTHER
NCT02467725,"EnMotion, Embryo's Natural Motion","EnMotion, Embryo's Natural Motion: The Impact of Dynamic Culture on the Development of Useable Blastocysts",COMPLETED,,NA,INTERVENTIONAL,200,Infertility,,OTHER,Blastulation Rate,2015-06-09,2018-10-15,Reproductive Medicine Associates of New Jersey,OTHER
NCT00222625,rFVIIa in ICH in Patients Treated With Anticoagulants or Anti-Platelets,"Randomized, Open, Prospective, Multicenter Pilot Study to Evaluate the Efficacy and Safety of Activated Recombinant Factor VII in Acute Intracerebral Haemorrhage in Patients Treated With Oral Anticoagulants or Antiplatelets Agents.",UNKNOWN,,PHASE2,INTERVENTIONAL,32,Intracerebral Hemorrhage,"rFVIIa + (vit K in AO patients), FFP or aPCC+ vit K in AO treated patients","DRUG, DRUG","EFFICACY: change in ICH volume from prior to dosing to 24 hours, SAFETY: occurrence of clinical adverse events (Thromboembolic events, death)",2005-09,2006-09,University Of Perugia,OTHER
NCT04955925,Effect of Sevoflurane and Propofol on the Optic Nerve Sheath Diameter,Comparison of the Effect of Sevoflurane and Propofol on the Optic Nerve Sheath Diameter in Patients Undergoing Middle Ear Surgery,COMPLETED,,,OBSERVATIONAL,58,Optic Nerve Sheath Diameter,,DIAGNOSTIC_TEST,Change of the optic nerve sheath diameter,2021-07-26,2022-08-18,SMG-SNU Boramae Medical Center,OTHER
NCT01156025,Efficacy and Safety of GV 550 in Acute Adenovirus Keratoconjunctivitis,"Efficacy and Safety of GV 550 in Acute Adenovirus Keratoconjunctivitis (Phase II Pilot Study, Multicentre, International, Randomised, Double-masked, Placebo-controlled, 2x40 Patients)",COMPLETED,,PHASE2,INTERVENTIONAL,16,Acute Adenoviral Keratoconjunctivitis,"GV550, placebo","DRUG, DRUG",efficacy of GV550,2009-03,2010-06,Laboratoires Thea,INDUSTRY
NCT07346625,Impact of Comorbidities and Severity on Outcomes in Bronchiectasis Excerbations,Impact of Comorbiditries and Disease Severity on Clinical Outcomes of Patients With Acute Exacerbations of Bronchiectesis,NOT_YET_RECRUITING,,,OBSERVATIONAL,100,Bronchiectasis With Acute Exacerbation,,OTHER,Composite Clinical treatment failure during Bronchiectasis Exacerbation,2026-02-01,2026-12-01,Sohag University,OTHER
NCT06158425,Constitutional Alignment in Osteoarthritic and Healthy Chinese,Distribution of Coronal Plane Alignment of the Knee Classification in Chinese Osteoarthritic as Well as Healthy Population,UNKNOWN,,,OBSERVATIONAL,353,"Osteoarthritis, Knee",,RADIATION,CPAK distribution,2023-11-22,2023-12-06,The First Hospital of Jilin University,OTHER
NCT05941325,"A Single-arm, Open-label, Single-center Prospective Study of Fruquintinib Combined With Envafolimab in the Treatment of Advanced or Unresectable Locally Advanced Bone and Soft Tissue Sarcoma",Shanghai Sixth People's Hospital,RECRUITING,,PHASE2,INTERVENTIONAL,20,Advanced or Unresectable Locally Advanced Bone and Soft Tissue Sarcoma,"fruquintinib, Envafolimab","DRUG, DRUG",Progression-Free-Survival,2023-04-01,2026-12-01,Shanghai 6th People's Hospital,OTHER
NCT02381925,Multicenter Registry Comparing Preoperative Imaging for Primary Hyperparathyroidism,Multicenter Registry Comparing Preoperative Imaging for Primary Hyperparathyroidism,WITHDRAWN,The study never opened due to funding issues,,OBSERVATIONAL,0,Parathyroid Adenoma,,,diagnostic performance of imaging,,2016-12,Duke University,OTHER
NCT07349225,Iparomlimab and Tuvonralimab Injection Combined With Chemotherapy and Sequential Thoracic Radiotherapy for Extensive-Stage Small Cell Lung Cancer,"A Single-Arm, Multicenter, Prospective Phase II Clinical Study of Iparomlimab and Tuvonralimab Injection Combined With Chemotherapy and Sequential Thoracic Radiotherapy as First-Line Treatment for Extensive-Stage Small Cell Lung Cancer",NOT_YET_RECRUITING,,PHASE2,INTERVENTIONAL,46,ES-SCLC,"Iparomlimab and Tuvonralimab Injection, Etoposide, Cisplatin","DRUG, DRUG, DRUG, RADIATION",Progression-Free Survival,2026-01-31,2028-02-28,The Second Affiliated Hospital of Dalian Medical University,OTHER
NCT01976676,Folic Acid vs 5-methyltetrahydrofolate (5MTHF) in Recurrent Abortion,"Comparison of the Effect of Folic Acid and 5-methyltetrahydrofolate (5MTHF) on Serum Folate and Homocysteine Levels, and Abortion Rates in Women Suffering From Recurrent Abortion",COMPLETED,,"PHASE2, PHASE3",INTERVENTIONAL,220,Recurrent Abortion,,"DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT",ongoing pregnancy on the 20th week of gestational age,2011-04,2014-09,National Nutrition and Food Technology Institute,OTHER
NCT03560076,Implementation and Evaluation of SBIRT,"Phased Multisite Cluster Randomized Trial Testing Screening, Brief Intervention, Referral to Treatment for People That Use Tobacco, Alcohol, and Non-prescription Drugs",COMPLETED,,,OBSERVATIONAL,2562,Substance Use Disorders,,OTHER,SBIRT Process,2018-01-01,2019-07-31,Indiana University,OTHER
NCT06511076,A Study to Evaluate Zilucoplan Injected Subcutaneously Either by a Prefilled Syringe or an Auto-injector in Healthy Adult Participants,"An Open-Label, Single Center, Randomized, 2-Way Crossover, Single-Dose, Bioequivalence Study of Zilucoplan Injected Subcutaneously Either by a Prefilled Syringe or an Auto-Injector in Healthy Adult Participants",COMPLETED,,PHASE1,INTERVENTIONAL,14,Healthy Volunteers,Zilucoplan,DRUG,"Area Under the Plasma Concentration-time Curve From Time Zero (Predose [Day 1]) to Infinity (AUC) for Zilucoplan, Area Under the Plasma Concentration-time Curve From Time 0 (Predose [Day 1]) to the Time of the Last Quantifiable Concentration (AUC[0-t]) for Zilucoplan, Maximum Observed Plasma Concentration (Cmax) for Zilucoplan",2024-08-05,2024-11-26,UCB Biopharma SRL,INDUSTRY
NCT06236776,AWARE Registry: Wearable ECG in Structural Heart Interventions,Arrhythmia Assessment in Structural Cardiac Interventions Using Wearable ECG Monitoring: AWARE Registry,NOT_YET_RECRUITING,,,OBSERVATIONAL,150,"Atrial Septal Defect, Patent Foramen Ovale",,,"Occurrence of atrial fibrillation, Occurrence of atrial fibrillation, Occurrence of atrial fibrillation",2024-02,2028-06,Yonsei University,OTHER
NCT03872076,Plyometric Exercises Versus Isometric Exercises With Theraband Elastic Band in Water Polo Players,Efficacy of a Protocol of Plyometric Exercises in the Improvement of Quadriceps Muscle Strength Versus Isometric Exercises With Theraband Elastic Band in Federated Water Polo Players. A Randomized Pilot Study.,COMPLETED,,NA,INTERVENTIONAL,25,Muscle Loss,,"OTHER, OTHER",Change from baseline maximum strength in quadriceps after treatment and at month,2019-03-12,2019-06-20,Investigación en Hemofilia y Fisioterapia,NETWORK
NCT04306276,Pretreatment With Dienogest in Women With Endometriosis Undergoing in Vitro-fertilization After a Previous Failed Cycle,Pretreatment With Dienogest in Women With Endometriosis Undergoing in Vitro-fertilization After a Previous Failed Cycle,COMPLETED,,,OBSERVATIONAL,140,"Endometriosis, Endometriosis Ovary, IVF",Dienogest 2 MG,DRUG,"Clinical pregnancy rate, Live birth rate after reaching 24 week's gestation",2020-01-01,2020-03-01,Ospedale Policlinico San Martino,OTHER
NCT01070576,Arginine and Nitric Oxide (NO) Early Prognostic Markers for Non-union Development,Arginine and Nitric Oxide (NO) Metabolism During Bone Healing and Non-union Development- Early Prognostic Markers,UNKNOWN,,,OBSERVATIONAL,100,"Fracture Healing, Atrophic Non Union Development, Hypertrophic Non Union Development",,OTHER,"The arginine, NO, citrulline and ornithine levels in plasma and bone debris during normal and dysfunctional fracture healing in patients with and without a non-union",2010-03,,Maastricht University Medical Center,OTHER
NCT07024576,"Preoperative Serial Casting, Education, and Therapy for Dupuytren's Contracture","Preoperative Serial Casting, Stretching, and Massage Therapy Package for Dupuytren's Patients With Severe Proximal Interphalangeal Joint Contracture: A Feasibility Study Protocol for a Randomised Trial",NOT_YET_RECRUITING,,NA,INTERVENTIONAL,20,"Dupuytren&Amp;#39;s Contracture, Dupuytren&Amp;#39;s Fasciectomy, Dupuytren&Amp;#39;s Disease",,OTHER,Progression criteria assessment,2025-09,2026-09,Bournemouth University,OTHER
NCT01485276,Combined Deep Brain Stimulation for Parkinson's Disease,"Pilot Study of Bilateral Pedunculo-Pontine Nucleus (PPN) Deep Brain Stimulation for Patients With Parkinson Disease (PD) Who Have Persistent Gait Disturbance, Despite Bilateral Subthalamic Nucleus (STN) Deep Brain Stimulation",WITHDRAWN,,"PHASE1, PHASE2",INTERVENTIONAL,0,Parkinson Disease,,PROCEDURE,Change in the amount of time needed to complete a standardized timed up and go (TUG) study at 6 months post-surgery on stimulation,2011-11-08,2014-07-30,National Institute of Neurological Disorders and Stroke (NINDS),NIH
NCT03579576,Simplified Antiviral Treatment Strategy for Hepatitis C in Myanmar,Demonstration Project on Assessment of Simplified Antiviral Treatment Strategy for Hepatitis C in Myanmar,COMPLETED,,,OBSERVATIONAL,803,"Hepatitis C, Hepatitis B, HIV Infections",sofosbuvir 400 mg/velpatasvir 100 mg (SOF/VEL) orally once daily for 12 weeks with or without weight-based ribavirin.,DRUG,"Estimated cost of HCV screening per patient screened and per case identified and the cost per successfully treated patient for HCV mono-infected and co-infected participants, Overall Sustained Viral load response (SVR12) across all groups of HCV genotype, fibrosis stage, HIV and HBV co-infection.",2017-12-20,2019-06-30,Right to Care,OTHER
NCT07125976,The Effect of Peer Support on Disease Adaptation and Self-Care Ability in Individuals Diagnosed With Chronic Kidney Failure,The Effect of Peer Support on Disease Adaptation and Self-Care Ability in Individuals Diagnosed With Chronic Kidney Failure,COMPLETED,,NA,INTERVENTIONAL,64,Chronic Kidney Disease Requiring Hemodialysis,,BEHAVIORAL,"Chronic disease adaptation scale, Self-care management scale",2024-09-01,2025-04-30,pınar dogan,OTHER
NCT04941976,Benzydamine in Sore Throat Pain Relief (BePaiR Study),"Phase IV Study Comparing the Efficacy and Safety of Benzydamine Hydrochloride 0,3% Oromucosal Spray and Benzydamine Hydrochloride 3 mg Lozenges in Patients With Acute Sore Throat",COMPLETED,,PHASE4,INTERVENTIONAL,356,Acute Sore Throat,"0.3% benzydamine hydrochloride spray oromucosal solution, Single 3 mg lozenge of benzydamine hydrochloride (mint flavour)","DRUG, DRUG",Percentage of responders at 2 min,2020-08-13,2021-06-30,Aziende Chimiche Riunite Angelini Francesco S.p.A,INDUSTRY
NCT06745817,Challenges in Achieving Adequate Dietary Status of Women,Challenges in Achieving Adequate Dietary Status of Women of Reproductive Age (NutriFem),ENROLLING_BY_INVITATION,,,OBSERVATIONAL,300,"Nutritional Status, Nutrient Deficiency, Micronutrient Deficiency, Vitamin D Deficiency, Vitamin B 12 Deficiency, Folic Acid Deficiency, Iron-deficiency, Diet, Dermis Density, Dermis Thickness, Skin Elasticity, Body Composition, Physical Activity",,"DIAGNOSTIC_TEST, DIAGNOSTIC_TEST, DIAGNOSTIC_TEST, DIAGNOSTIC_TEST, DIAGNOSTIC_TEST","Assessment of nutrient intake, Assessment of nutritional deficiencies",2025-01-06,2026-12-31,"Institute of Nutrition, Slovenia (Nutris)",OTHER
NCT01487317,Rivastigmine in the Management of Delirium,"A Randomized, Double-blind, Placebo-controlled Study of an Acetylcholinesterase Inhibitor in the Management of Delirium in Hospitalized Patients Aged 75 Years and Over",COMPLETED,,PHASE3,INTERVENTIONAL,23,Delirium,"Rivastigmine transdermal patch, placebo patch","DRUG, DRUG",Hospital length of stay from randomization to declaration by investigator (MD) that patient can leave acute care,2011-06,2016-02,Assistance Publique - Hôpitaux de Paris,OTHER
NCT01029717,CATCH - Catheter Infections in Children,A Randomised Controlled Trial Comparing the Effectiveness of Heparin Bonded or Antibiotic Impregnated Central Venous Catheters (CVCs) With Standard CVCs for the Prevention of Hospital Acquired Blood Stream Infection in Children,COMPLETED,,PHASE3,INTERVENTIONAL,1859,Catheter-related Infections,,"DEVICE, DEVICE, DEVICE",The primary outcome will be time to first blood stream infection defined by a positive blood culture from a sample that was clinically indicated and taken more than 48 hours after CVC insertion and up to 48 hours after CVC removal.,2010-12,2012-11,Institute of Child Health,OTHER
NCT06852417,Qigong and Executive Attention in Older Adults with Depressive Symptoms,Health Qigong Alleviates Depressive Symptoms in Older Adults Through Enhanced Executive Attention: a Randomized Controlled Trial,NOT_YET_RECRUITING,,NA,INTERVENTIONAL,200,"Intervention, Waitlist Control",,BEHAVIORAL,Executive attention,2026-01-01,2028-12-31,The Hong Kong Polytechnic University,OTHER
NCT01496417,Belatacept in Renal Transplantation With Intermediate Risk Maryland Aggregate Pathology Index (MAPI) Scores,"A 12 Month, Single-center, Non-randomized, Open-label Study of Outcomes of Intermediate Risk Maryland Aggregate Pathology Index (MAPI) Scores in de Novo Renal Transplant Recipients",COMPLETED,,NA,INTERVENTIONAL,20,End-Stage Renal Disease,Belatacept,DRUG,Renal Function,2012-03,2018-03-01,University of Maryland,OTHER
NCT02717117,Magnetic Resonance Imaging of Motility in Crohn's 1,Reduced Intestinal Motility in Inflammatory Crohn's Disease - Optimisation Studies in Healthy Volunteers,COMPLETED,,NA,INTERVENTIONAL,15,Healthy,,OTHER,Small bowel motility,2015-06,2015-11,University of Nottingham,OTHER
