drug_name,source,status,cid,molecular_formula,molecular_weight,canonical_smiles,isomeric_smiles,inchi,inchi_key,adverse_reactions,failure_reason
ADVANCED CARE LAVENDER FRESH DRY SPRAY 48H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,192.47,O.[OH-].[OH-].[OH-].[OH-].[OH-].[Al+3].[Al+3].[Cl-],,,,,
ADVANCED CARE NOURISHED BEAUTY DRY SPRAY 48H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,192.47,O.[OH-].[OH-].[OH-].[OH-].[OH-].[Al+3].[Al+3].[Cl-],,,,,
ADVANCED CARE ORIGINAL CLEAN DRY SPRAY 48H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,192.47,O.[OH-].[OH-].[OH-].[OH-].[OH-].[Al+3].[Al+3].[Cl-],,,,,
ADVANCED CARE PINK ROSA DRY SPRAY 48H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,192.47,O.[OH-].[OH-].[OH-].[OH-].[OH-].[Al+3].[Al+3].[Cl-],,,,,
ADVANCED CARE POWDER SOFT DRY SPRAY 48H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,192.47,O.[OH-].[OH-].[OH-].[OH-].[OH-].[Al+3].[Al+3].[Cl-],,,,,
ADVANCED CARE REJEVENATE DRY SPRAY 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED CARE REJUVENATE ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,,,,,,,
ADVANCED CARE RESTORE ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,,,,,,,
ADVANCED CARE REVIVE ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,,,,,,,
ADVANCED CARE REVIVE DRY SPRAY 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED CARE ROSE PETALS ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,,,,,,,
ADVANCED CARE ROSE PETALS DRY SPRAY 48H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,192.47,O.[OH-].[OH-].[OH-].[OH-].[OH-].[Al+3].[Al+3].[Cl-],,,,,
ADVANCED CARE SHEA BUTTER ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,,,,,,,
ADVANCED CARE SHEA BUTTER DRY SPRAY 48H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,192.47,O.[OH-].[OH-].[OH-].[OH-].[OH-].[Al+3].[Al+3].[Cl-],,,,,
ADVANCED CARE SHEER COOL DRY SPRAY 48H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,192.47,O.[OH-].[OH-].[OH-].[OH-].[OH-].[Al+3].[Al+3].[Cl-],,,,,
ADVANCED CARE SHEER FRESH DRY SPRAY 48H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,192.47,O.[OH-].[OH-].[OH-].[OH-].[OH-].[Al+3].[Al+3].[Cl-],,,,,
ADVANCED CARE UNSCENTED SENSITIVE ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,,,,,,,
ADVANCED CARE VANILLA AND COCOA BUTTER ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,,,,,,,
ADVANCED CARE WATERLILY AND SAKURA BLOSSOM ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,,,,,,,
ADVANCED CARE WATERLILY AND SAKURA BLOSSOM DRY SPRAY 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED COCONUT RUSH DRY SPRAY 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED COCONUT WATER AND LIME DRY SPRAY 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED COOL RUSH 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED COOL RUSH DRY SPRAY 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED CUCUMBER BURST DRY SPRAY 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED DEEP CEDAR AND LAVENDER 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED DEEP CEDAR AND LAVENDER DRY SPRAY 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED EVEREST 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED EXTREME 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED EXTREME DRY SPRAY 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED FRESH BERGAMOT AAND SANDALWOOD 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED FRESH ENGLISH ROSE 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED ICED EUCALYPTUS 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED ICED EUCALYPTUS DRY SPRAY 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED ICY MINT DRY SPRAY 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED LAVENDER AND WATERLILY 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED LAVENDER AND WATERLILY DRY SPRAY 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED MOVE FRESH COCONUT 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED MOVE FRESH COCONUT DRY SPRAY 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED NONSTOP 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED NONSTOP DRY SPRAY 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED PEACH AND CHAMOMILE TEA DRY SPRAY 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED SAGE AND OCEAN MIST 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED SAGE AND OCEAN MIST DRY SPRAY 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED SENSITIVE DRY SPRAY 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED SHEER POWDER 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED SHEER POWDER DRY SPRAY 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED SHOWER CLEAN 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED SHOWER CLEAN DRY SPRAY 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED SPORT DEFENSE 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED SPORT DEFENSE DRY SPRAY 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED STRESS CONTROL 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED STRESS CONTROL DRY SPRAY 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED VANILLA AND JASMINE 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED VANILLA AND JASMINE DRY SPRAY 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ADVANCED WHITE FLOWER AND LYCEE DRY SPRAY 72H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
"AESCULUS CARNEA, FLOS, AESCULUS HIPPOCASTANUM, FLOS, AGRIMONIA EUPATORIA, FLOS, BROMUS RAMOSUS, FLOS, CALLUNA VULGARIS, FLOS, CARPINUS BETULUS , FLOS, CASTANEA SATIVA, FLOS, CENTAURIUM UMBELLATUM, FLOS, CERATOSTIGMA WILLMOTTIANUM, FLOS, CICHORIUM INTYBUS, FLOS, CLEMATIS VITALBA, FLOS, CLEMATIS VITALBA, FLOS, FAGUS SYLVATICA, FLOS, GENTIANELLA AMARELLA, FLOS, HELIANTHEMUM NUMMULARIUM, FLOS, ILEX AQUIFOLIUM, FLOS, IMPATIENS GLANDULIFERA, FLOS, LARIX DECIDUA, FLOS, LONICERA CAPRIFOLIUM, FLOS",openfda_labels,approved,,,,,,,,,
"AESCULUS HIPPOCASTANUM, COLLINSONIA CANADENSIS, ECHINACEA (ANGUSTIFOLIA), HAMAMELIS VIRGINIANA, PULSATILLA (PRATENSIS), ARNICA MONTANA, CARBO VEGETABILIS, GRAPHITES, HYDROFLUORICUM ACIDUM, LYCOPODIUM CLAVATUM, NITRICUM ACIDUM, NUX VOMICA, PAEONIA OFFICINALIS, SEPIA",openfda_labels,approved,,,,,,,,,
"AESCULUS HIPPOCASTANUM, FLOS",openfda_labels,approved,,,,,,,,,
"AETHUSA CYNAPIUM, ARSENIC TRIOXIDE, OYSTER SHELL CALICUM CARBONATE, CRUDE, MATRICARIA CHAMOMILLA, CITRULLUS COLOCYNTHIS FRUIT PULP, IRON, LYCOPODIUM CLAVATUM SPORE, MERCURIUS SOLOBILIS, PHOSPHORUS, PODOPHYLLUM, ANEMONE PULSATILLA, DELPHINIUM STRAPHISAGRIA SEED, SULFUR",openfda_labels,approved,,,,,,,,,
"AGARICUS MUSCARIUS, COCCUS CACTI, CONIUM MACULATUM, LYCOPODIUM CLAVATUM, PHOSPHORUS, ALUMINIUM METALLICUM, ANTIMONIUM CRUDUM, ARGENTUM METALLICUM, ARSENICUM ALBUM, AURUM METALLICUM, BARYTA CARBONICA, BERYLLIUM METALLICUM, BISMUTHUM METALLICUM, BORON, BROMIUM, CADMIUM METALLICUM, CERIUM METALLICUM, CESIUM CHLORIDE, CHROMIUM, COBALTUM METALLICUM, CUPRUM METALLICUM, DYSPROSIUM METALLICUM, ERBIUM METALLICUM, EUROPIUM METALLICUM, FERRUM METALLICUM, GADOLINIUM METALLICUM, GERMANIUM SESQUIOXIDE,",openfda_labels,approved,,,,,,,,,
"AGARICUS MUSCARIUS, CUPRUM MET, HYPOPHYSIS, RHUS TOX",openfda_labels,approved,,,,,,,,,
AHA/BHA Swipes,openfda_labels,approved,,,,,,,,,
AIJIEYO WART REMOVER,openfda_labels,approved,,,138.12,C1=CC=C(C(=C1)C(=O)O)O,,,,,
AIJIEYO Wart Remover,openfda_labels,approved,,,138.12,C1=CC=C(C(=C1)C(=O)O)O,,,,,
AIR,openfda_labels,approved,,,,,,,,,
AIR 90% CARBON DIOXIDE 10%,openfda_labels,approved,,,,,,,,,
ALBENDAZOLE,openfda_labels,approved,,,265.33,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,,,,"Death; Conjunctival haemorrhage, Vision blurred, Asthenia, Headache; Headache, Vomiting, Abdominal pain, Gait disturbance; Depressed level of consciousness, Depressed level of consciousness, Conjunctival haemorrhage, Arthralgia, Myalgia, Pyrexia, Encephalopathy; Diarrhoea, Weight decreased, Vomiting, Ileus paralytic",
ALBUTEROL SULFATE,openfda_labels,approved,,,576.7,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O.CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O.OS(=O)(=O)O,,,,"Dizziness, Nausea, Flushing; Clostridium difficile infection; Accidental exposure to product, Eye irritation, Burning sensation, Eye pain, Ocular hyperaemia, Visual acuity reduced; Death, Cervical vertebral fracture, Fall; Trichorrhexis, Pruritus",
ALCOHOL,openfda_labels,approved,,,46.07,CCO,,,,"Nausea, Chills, Abdominal pain, Headache; Depression, Drug abuse, Bradyphrenia, Legal problem; Alcohol interaction, Syncope; Feeling abnormal, Alcohol interaction; Hospitalisation, Intentional overdose, Substance abuse, Drug abuse, Maternal exposure during pregnancy, Exposure via father, Foetal growth restriction, Premature delivery",
ALCOHOL AND SODIUM MONOFLUOROPHOSPHATE,openfda_labels,approved,,,46.07,CCO,,,,,
ALCOHOL GEL,openfda_labels,approved,,,46.07,CCO,,,,,
ALCOHOL HAND SANITIZER,openfda_labels,approved,,,46.07,CCO,,,,,
ALCOHOL PREP PAD,openfda_labels,approved,,,46.07,CCO,,,,,
"ALCOHOL, MENTHOL, AND BENZOCAINE PREP PAD",openfda_labels,approved,,,,,,,,,
ALDESLEUKIN,openfda_labels,approved,,,,,,,,,
ALENDRONATE SODIUM,openfda_labels,approved,,,325.12,C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.O.O.O.[Na+],,,,"Abdominal pain upper, Abdominal pain; Peripheral vascular disorder, Condition aggravated, Embolism arterial, Haemorrhage subcutaneous; Coma, Gastrooesophageal reflux disease, Pneumonia aspiration, Somnolence, Underdose; Alopecia areata; Bronchitis",
"ALFALFA, CADMIUM SULPHURATUM, CALCAREA CARBONICA, CUPRUM METALLICUM, FERRUM METALLICUM, FUCUS VESICULOSUS, HYPERICUM PERFORATUM, KALI PHOSPHORICUM, MAGNESIA PHOSPHORICA, MANGANUM METALLICUM, MERCURIUS VIVUS, PLUMBUM METALLICUM, SILICEA, SYMPHYTUM OFFICINALE, TARENTULA HISPANA, X-RAY, YTTERBIUM OXIDE",openfda_labels,approved,,,,,,,,,
ALJIEYO WART REMOVER,openfda_labels,approved,,,138.12,C1=CC=C(C(=C1)C(=O)O)O,,,,,
ALKA-SELTZER GOLD,openfda_labels,approved,,,,,,,,,
ALKA-SELTZER ORIGINAL FLAVOR,openfda_labels,approved,,,180.16,CC(=O)OC1=CC=CC=C1C(=O)O,,,,,
ALKS 3831,clinicaltrials,COMPLETED,,,,,,,,,
ALLANTOIN,openfda_labels,approved,,,158.12,C1(C(=O)NC(=O)N1)NC(=O)N,,,,,
ALLANTOIN 0.5%,openfda_labels,approved,,,,,,,,,
"ALLANTOIN, LIDOCAINE HYDROCHLORIDE",openfda_labels,approved,,,,,,,,,
ALLERGY RELIEF,openfda_labels,approved,,,461.8,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl.Cl,,,,,
ALLERGY RELIEF-D,openfda_labels,approved,,,,,,,,,
"ALLIUM CEPA, AMBROSIA ARTEMISIAEFOLIA, APIS MELLFICA, ARSENICUM ALBUM, EUPHRASIA OFFICINALIS, NUX VOMICA, PHOSPHORUS, PULSATILLA (VULGARIS), SOLIDAGO VIRGAUREA, SULPHUR",openfda_labels,approved,,,,,,,,,
"ALLIUM SATIVUM, AVENA SATIVA, BERBERIS VULGARIS, LAPPA MAJOR, SOLIDAGO VIRGAUREA, PHYTOLACCA DECANDRA, LYCOPODIUM CLAVATUM, NUX VOMICA, ALUMINIUM METALLICUM, ANTIMONIUM CRUDUM, ARGENTUM METALLICUM, ARSENICUM ALBUM, AURUM METALLICUM, BARYTA CARBONICA, BERYLLIUM METALLICUM, BISMUTHUM METALLICUM, BORON, BROMIUM, CADMIUM METALLICUM, CERIUM METALLICUM, CESIUM CHLORIDE, CHROMIUM, COBALTUM METALLICUM, CUPRUM METALLICUM, DYSPROSIUM METALLICUM, ERBIUM METALLICUM, EUROPIUM METALLICUM, FERRUM METALLICUM, MOLYBDENUM,",openfda_labels,approved,,,,,,,,,
"ALLIUM SATIVUM, KIDNEY (BOVINE), LEONURUS CARDIACA, VISCUM ALBUM, AURUM METALLICUM, DIGITALIS PURPUREA, GLONOINUM, LYCOPODIUM CLAVATUM, RAUWOLFIA SERPENTINA, SULPHUR, PLUMBUM ACETICUM, BARYTA MURIATICA",openfda_labels,approved,,,,,,,,,
ALLOPURINOL,openfda_labels,approved,,,136.11,C1=NNC2=C1C(=O)NC=N2,,,,"Influenza, Pneumonia; Haemoglobin decreased, Weight increased; Platelet count abnormal, Haematochezia; Transfusion, Vision blurred, Intraocular pressure increased; Platelet count decreased, Stem cell transplant, Splenomegaly, Contusion",
ALLSWELL MINERAL SUNSCREEN SPF 30,openfda_labels,approved,,,81.4,[O-2].[Zn+2],,,,,
ALLYLTHIOUREA,openfda_labels,approved,,,116.19,C=CCNC(=S)N,,,,,
"ALOE FEROX LEAF, ACTIVATED CHARCOAL, GOLDENSEAL, STRYCHNOS NUX-VOMICA SEED, OKOUBAKA AUBREVILLEI BARK, AND BERBERIS VULGARIS ROOT BARK",openfda_labels,approved,,,,,,,,,
ALOE VERA AND CERAMIDE SENSITIVE 48H ANTIPERSPIRANT DEODORANT,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
ALPET E3 HAND SANITIZER,openfda_labels,approved,,,60.10,CC(C)O,,,,,
ALPET QE2 SANITIZING FOAM,openfda_labels,approved,,,354.0,CCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],,,,,
ALPRAZOLAM,openfda_labels,approved,,,308.8,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,,,,"Bone marrow failure, Bone marrow failure, Neutrophil count decreased; Flatulence, Abdominal distension, Diarrhoea; Memory impairment; Hypertension, Increased appetite, Weight increased, Haemoglobin decreased; Investigation, Disease progression",
ALTA3263,clinicaltrials,RECRUITING,,,,,,,,,
ALTUVIIIO,openfda_labels,approved,,,,,,,,,
"ALUMEN, CALCAREA CARBONICA, DNA, FERRUM PHOSPHORICUM, HEPAR SULPHURIS CALCAREUM, KALI CARBONICUM, KALI MURIATICUM, KALI SULPHURICUM, MAGNESIA PHOSPHORICA, NATRUM MURIATICUM, NATRUM PHOSPHORICUM, RNA, SILICEA.",openfda_labels,approved,,,,,,,,,
"ALUMINA, CALCAREA SILICATA, FERRUM METALLICUM, FERRUM PHOSPHORICUM, MAGNESIA MURIATICA, NATRUM NITRICUM, PHOSPHORUS, SILICEA, ZINCUM METALLICUM",openfda_labels,approved,,,,,,,,,
ALUMINIUM FLUORATUM,openfda_labels,approved,,,83.976748,F[Al](F)F,,,,,
ALUMINIUM NITRICUM,openfda_labels,approved,,,213.00,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Al+3],,,,,
ALUMINIUM PHOSPHORICUM,openfda_labels,approved,,,121.953,[O-]P(=O)([O-])[O-].[Al+3],,,,,
ALUMINIUM SULPHURICUM,openfda_labels,approved,,,342.2,[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Al+3].[Al+3],,,,,
ALUMINUM ACETATE,openfda_labels,approved,,,204.11,CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Al+3],,,,,
ALUMINUM CHLORIDE,openfda_labels,approved,,,133.34,[Al](Cl)(Cl)Cl,,,,,
ALUMINUM CHLOROHYDRATE,openfda_labels,approved,,,192.47,O.[OH-].[OH-].[OH-].[OH-].[OH-].[Al+3].[Al+3].[Cl-],,,,,
"ALUMINUM HYDROXIDE, MAGNESIUM HYDROXIDE, AND SIMETHICONE",openfda_labels,approved,,,,,,,,,
"ALUMINUM HYDROXIDE, MAGNESIUM HYDROXIDE, DIMETHICONE",openfda_labels,approved,,,,,,,,,
ALUMINUM SESQUICHLOROHYDRATE,openfda_labels,approved,,,97.46,O.[OH-].[Al+3].[Cl-],,,,,
"ALUMINUM SULFATE TETRADECAHYDRATE, CALCIUM ACETATE MONOHYDRATE",openfda_labels,approved,,,,,,,,,
ALUMINUM ZIRCONIUM OCTACHLOROHYDREX GLY,openfda_labels,approved,,,263.74,C(C(=O)O)N.O.[OH-].[Al+3].[Cl-].[Zr+4],,,,,
ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,openfda_labels,approved,,,263.74,C(C(=O)O)N.O.[OH-].[Al+3].[Cl-].[Zr+4],,,,,
AMANITA PANTHERINA,openfda_labels,approved,,,,,,,,,
AMD3100,clinicaltrials,WITHDRAWN,,,502.8,C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3,,,,,
AMG 701,clinicaltrials,NO_LONGER_AVAILABLE,,,,,,,,,
AMINOCAPROIC ACID,openfda_labels,approved,,,131.17,C(CCC(=O)O)CCN,,,,Drug effect decreased,
AMIODARONE HYDROCHLORIDE,openfda_labels,approved,,,681.8,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I.Cl,,,,"Benign prostatic hyperplasia; Large intestinal haemorrhage, Drug interaction; Somnolence, Obstructive airways disorder, Device ineffective, Sedation, Delirium, Drug withdrawal syndrome",
AMITRIPTYLINE HYDROCHLORIDE,openfda_labels,approved,,,313.9,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,,,,"Type 2 diabetes mellitus; Clostridium difficile infection; Local swelling, Musculoskeletal stiffness, Peripheral coldness; Hypersensitivity, Rash, Pruritus; Swelling",
AMLODIPINE AND BENAZEPRIL HYDROCHLORIDE,openfda_labels,approved,,,1028.0,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(C2=O)CC(=O)O.C1=CC=C(C=C1)S(=O)(=O)O.Cl,,,,,
AMLODIPINE AND OLMESARTAN MEDOXOMIL,openfda_labels,approved,,,1125.6,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCC5=C(OC(=O)O5)C)C(C)(C)O.CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.C1=CC=C(C=C1)S(=O)(=O)O,,,,,
AMLODIPINE BESYLATE,openfda_labels,approved,,,567.1,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.C1=CC=C(C=C1)S(=O)(=O)O,,,,"Subcutaneous haematoma, Hypotension, Anaemia, Renal failure chronic; Wound, Urinary tract infection; Myelodysplastic syndrome, Abasia, Chronic obstructive pulmonary disease, Diabetes mellitus, Pancytopenia, Asthenia; Back disorder, Diabetic neuropathy, Neuralgia, Neuropathy peripheral; Drug ineffective, Burning sensation, Toe amputation, Wound infection staphylococcal, Osteomyelitis",
AMMONIUM BROMATUM,openfda_labels,approved,,,97.94,[NH4+].[Br-],,,,,
AMMONIUM CARBONICUM,openfda_labels,approved,,,96.09,C(=O)([O-])[O-].[NH4+].[NH4+],,,,,
"AMMONIUM CARBONICUM, AMYL NITROSUM, CIMICIFUGA RACEMOSA, GLONOINUM, LACHESIS MUTUS, SANGUINARIA, CANADENSIS.",openfda_labels,approved,,,,,,,,,
AMMONIUM CAUSTICUM,openfda_labels,approved,,,17.031,N,,,,,
AMMONIUM LACTATE,openfda_labels,approved,,,107.11,CC(C(=O)[O-])O.[NH4+],,,,"Visual impairment, Colour blindness, Visual field defect, Visual impairment, Visual field defect, Optic atrophy, Optic neuritis, Intervertebral disc protrusion, Neuropathy peripheral, Migraine with aura",
AMMONIUM MURIATICUM,openfda_labels,approved,,,53.49,[NH4+].[Cl-],,,,,
AMMONIUM PHOSPHORICUM,openfda_labels,approved,,,132.06,[NH4+].[NH4+].OP(=O)([O-])[O-],,,,,
AMOXICILLIN,openfda_labels,approved,,,365.4,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,,,,"Foetal distress syndrome, Intraventricular haemorrhage neonatal, Low birth weight baby, Listeriosis, Pyrexia, Sepsis, Meningitis, Pneumonia aspiration, Oxygen saturation decreased, Foetal exposure during pregnancy; Meconium stain, Amniotic cavity infection, Maternal exposure during pregnancy; Bone marrow failure, Pyrexia, Neutropenia, Leukopenia, Thrombocytopenia, Pancytopenia, Tonsillitis, Cough, Tonsillar hypertrophy, Purulent discharge, Pharyngeal erythema, Odynophagia, Lymphadenopathy, Productive cough; Hypoaesthesia oral, Hypoaesthesia; Overdose",
AMOXICILLIN AND CLAVULANATE POTASSIUM,openfda_labels,approved,,,602.7,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+],,,,,
AMPHETAMINE SULFATE,openfda_labels,approved,,,368.5,CC(CC1=CC=CC=C1)N.CC(CC1=CC=CC=C1)N.OS(=O)(=O)O,,,,,
AMPHOTERICIN B,openfda_labels,approved,,,924.1,CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC(C(CCC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O,,,,"Anaphylactic shock, Type IV hypersensitivity reaction, Hypotension, Hypoxia; Endocarditis, Meningitis, Drug ineffective; Hyponatraemia; Hyponatraemia, Hyponatraemia",
AMPICILLIN,openfda_labels,approved,,,349.4,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,,,,"Mental status changes; Drug ineffective, Device expulsion, Pregnancy with contraceptive device, Menstruation delayed; Catheter site infection, Poor venous access; Drug hypersensitivity; Anaemia, Multiple injuries, Dizziness, Haematochezia, Gastrointestinal ulcer, Syncope, Gastrointestinal haemorrhage",
AMPICILLIN SODIUM,openfda_labels,approved,,,371.4,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C.[Na+],,,,,
AMPICILLIN SODIUM AND SULBACTAM SODIUM,openfda_labels,approved,,,581.7,CC1(C(C2C(S1(=O)=O)CC2=O)C(=O)O)C.CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,,,,,
ANACARDIUM OCCIDENTALE,openfda_labels,approved,,,,,,,,,
ANACARDIUM ORIENTALE,openfda_labels,approved,,,,,,,,,
