product_ndc,generic_name,brand_name,labeler_name,active_ingredients,dosage_form,route,product_type,marketing_category,application_number
72166-011,DIPHENOXYLATE HYDROCHLORIDE,,KALINTIS HEALTHCARE PRIVATE LIMITED,DIPHENOXYLATE HYDROCHLORIDE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
72761-026,Levothyroxine Sodium,,Aurore Pharmaceuticals Private Limited,LEVOTHYROXINE SODIUM (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
73296-026,"Allium Cepa, Dulcamara, Euphrasia Officinalis, Nux Vomica, Pulsatilla, Sabadilla, Sinapis Nigra, Wyethia Helenoides, Rosa Damascena",,Laboratoire Schmidt-Nagel Inc.,BLACK MUSTARD SEED (12 [hp_X]/12kg); EUPHRASIA STRICTA (12 [hp_X]/12kg); ONION (12 [hp_X]/12kg); PULSATILLA PRATENSIS (12 [hp_X]/12kg); ROSA DAMASCENA FLOWERING TOP (6 [hp_X]/12kg); SCHOENOCAULON OFFICINALE SEED (12 [hp_X]/12kg); SOLANUM DULCAMARA STEM (12 [hp_X]/12kg); STRYCHNOS NUX-VOMICA SEED (12 [hp_X]/12kg); WYETHIA HELENIOIDES ROOT (12 [hp_X]/12kg),POWDER,,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
16714-157,Progesterone,Progesterone,Northstar Rx LLC,PROGESTERONE (100 mg/1),CAPSULE,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA205229
0093-2026,Azithromycin,Azithromycin,"Teva Pharmaceuticals USA, Inc.",AZITHROMYCIN MONOHYDRATE (200 mg/5mL),"POWDER, FOR SUSPENSION",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA065246
14445-129,Lacosamide,Lacosamide,Indoco Remedies Limited,LACOSAMIDE (50 mg/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA208308
15631-0357,PULSATILLA,PULSATILLA,"Rxhomeo Private Limited d.b.a. Rxhomeo, Inc",PULSATILLA VULGARIS (1 [hp_X]/1),PELLET,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
0093-0753,Atenolol,Atenolol,"Teva Pharmaceuticals USA, Inc.",ATENOLOL (100 mg/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA074056
85378-001,Omega-3 Acid Ethyl Esters,,KinOmega Biopharm Inc.,OMEGA-3-ACID ETHYL ESTERS (1 kg/kg),OIL,,BULK INGREDIENT,BULK INGREDIENT,
84105-204,Sodium acetate trihydrate,,"Merck Life Science Technologies (Nantong) Co., Ltd.",SODIUM ACETATE (1 kg/kg),CRYSTAL,,BULK INGREDIENT,BULK INGREDIENT,
84517-053,Caspofungin Acetate,,"Zhejiang Wild Wind Pharmaceutical Co.,Ltd.",CASPOFUNGIN ACETATE (1 g/g),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
83059-0065,Simethicone,,Shield Pharmaceuticals Corp,DIMETHICONE (125 mg/1),"CAPSULE, LIQUID FILLED",,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
86055-0015,Robenacoxib,,Alivira Animal Health Limited,ROBENACOXIB (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
10967-608,ALUMINUM SESQUICHLOROHYDRATE,Mitchum Clear Gel,Revlon Consumer Products Corp,ALUMINUM SESQUICHLOROHYDRATE (.25 g/mL),LIQUID,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M019
11523-0090,Oxymetazoline hydrochloride,Children Afrin No Drip Extra Moisturizing Stuffy Nose Pump Mist Stuffy Nose Pump Mist,Bayer HealthCare LLC.,OXYMETAZOLINE HYDROCHLORIDE (.05 g/100mL),"SPRAY, METERED",NASAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M012
11673-232,"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",Target Goodfellow and Co SPF 30 Face Scent No. 05 Kelp and Sea Mineral,TARGET CORPORATION,AVOBENZONE (30 mg/mL); HOMOSALATE (150 mg/mL); OCTISALATE (50 mg/mL); OCTOCRYLENE (70 mg/mL),LOTION,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M020
11673-915,Omeprazole,up and up omeprazole,Target Corporation,OMEPRAZOLE (20 mg/1),"TABLET, DELAYED RELEASE",ORAL,HUMAN OTC DRUG,NDA,NDA022032
11822-0584,DOCUSATE SODIUM,Stool Softener Laxative,Rite Aid Corporation,DOCUSATE SODIUM (100 mg/1),CAPSULE,ORAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M007
11822-3689,Witch hazel,Witch Hazel,Rite Aid Corporation,WITCH HAZEL (842 mg/mL),LIQUID,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M016
12121-006,NITROGEN,NITROGEN,"Badger Welding Supplies, Inc.",NITROGEN (99 L/100L),GAS,RESPIRATORY (INHALATION),HUMAN PRESCRIPTION DRUG,NDA,NDA205766
13668-104,ISOSORBIDE MONONITRATE,ISOSORBIDE MONONITRATE,Torrent Pharmaceuticals Limited,ISOSORBIDE MONONITRATE (30 mg/1),"TABLET, EXTENDED RELEASE",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA200270
13925-163,Lidocaine Hydrochloride and Hydrocortisone Acetate,Lidocaine Hydrochloride and Hydrocortisone Acetate,Seton Pharmaceuticals,HYDROCORTISONE ACETATE (10 mg/g); LIDOCAINE HYDROCHLORIDE (30 mg/g),CREAM,RECTAL,HUMAN PRESCRIPTION DRUG,UNAPPROVED DRUG OTHER,
24979-250,Naproxen Sodium,Naprelan,"Upsher-Smith Laboratories, LLC",NAPROXEN SODIUM (500 mg/1),"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,HUMAN PRESCRIPTION DRUG,NDA,NDA020353
25021-602,caffeine citrate,caffeine citrate,Sagent Pharmaceuticals,CAFFEINE CITRATE (20 mg/mL),SOLUTION,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA091102
24208-601,Ketotifen Fumarate,Alaway,Bausch & Lomb Incorporated,KETOTIFEN FUMARATE (.25 mg/mL),SOLUTION/ DROPS,OPHTHALMIC,HUMAN OTC DRUG,NDA,NDA021996
24478-076,methylphenidate hydrochloride,QuilliChew ER,"NextWave Pharmaceuticals, Inc",METHYLPHENIDATE HYDROCHLORIDE (40 mg/1),"TABLET, CHEWABLE, EXTENDED RELEASE",ORAL,HUMAN PRESCRIPTION DRUG,NDA,NDA207960
16729-319,oxybutynin chloride,oxybutynin chloride,"Accord Healthcare, Inc.",OXYBUTYNIN CHLORIDE (15 mg/1),"TABLET, EXTENDED RELEASE",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA207138
17224-870,PHENTERMINE HYDROCHLORIDE,Phentermine Hydrochloride,"Calvin Scott & Co., Inc.",PHENTERMINE HYDROCHLORIDE (30 mg/1),CAPSULE,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA040886
19515-904,influenza virus vaccine,FLULAVAL 2025/2026,ID Biomedical Corporation of Quebec,"INFLUENZA A VIRUS A/CROATIA/10136RV/2023 X-425A (H3N2) ANTIGEN (UV, FORMALDEHYDE INACTIVATED) (15 ug/.5mL); INFLUENZA A VIRUS A/VICTORIA/4897/2022 IVR-238 (H1N1) ANTIGEN (UV, FORMALDEHYDE INACTIVATED) (15 ug/.5mL); INFLUENZA B VIRUS B/AUSTRIA/1359417/2021 BVR-26 ANTIGEN (UV, FORMALDEHYDE INACTIVATED) (15 ug/.5mL)",SUSPENSION,INTRAMUSCULAR,VACCINE,BLA,BLA125163
21130-614,"famotidine, calcium carbonate and magnesium hydroxide",ACID REDUCER COMPLETE,Safeway,CALCIUM CARBONATE (800 mg/1); FAMOTIDINE (10 mg/1); MAGNESIUM HYDROXIDE (165 mg/1),"TABLET, CHEWABLE",ORAL,HUMAN OTC DRUG,ANDA,ANDA077355
21749-545,Benzalkonium Chloride,Signatry Antibacterial Plum Foam Handwash,"GOJO Industries, Inc.",BENZALKONIUM CHLORIDE (.5 mg/100mL),LIQUID,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,505G(a)(3)
22840-1157,Anas platyrhynchos,Duck Feathers,"Greer Laboratories, Inc.",ANAS PLATYRHYNCHOS FEATHER (.05 g/mL),SOLUTION,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",NON-STANDARDIZED ALLERGENIC,BLA,BLA101833
22840-1531,Iris germanica,Orris Root,"Greer Laboratories, Inc.",IRIS X GERMANICA NOTHOVAR. FLORENTINA ROOT (.001 g/mL),SOLUTION,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",NON-STANDARDIZED ALLERGENIC,BLA,BLA101833
22840-2600,Neurospora intermedia,Neurospora intermedia,"Greer Laboratories, Inc.",NEUROSPORA INTERMEDIA (40000 [PNU]/mL),SOLUTION,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",NON-STANDARDIZED ALLERGENIC,BLA,BLA101833
22840-4492,Alnus rhombifolia,White Alder Pollen,"Greer Laboratories, Inc.",ALNUS RHOMBIFOLIA POLLEN (.1 g/mL),SOLUTION,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",NON-STANDARDIZED ALLERGENIC,BLA,BLA101833
22840-5706,Phaseolus vulgaris,String Green Bean,"Greer Laboratories, Inc.",STRING BEAN (.05 g/mL),SOLUTION,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",NON-STANDARDIZED ALLERGENIC,BLA,BLA101833
22840-9614,"Alternaria alternata, Aspergillus niger, Cladosporium sphaerospermum and Penicillium notatum",Mold Mix 3,"Greer Laboratories, Inc.",ALTERNARIA ALTERNATA (.00025 g/mL); ASPERGILLUS NIGER VAR. NIGER (.00025 g/mL); CLADOSPORIUM SPHAEROSPERMUM (.00025 g/mL); PENICILLIUM CHRYSOGENUM VAR. CHRYSOGENUM (.00025 g/mL),SOLUTION,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",NON-STANDARDIZED ALLERGENIC,BLA,BLA101833
23155-785,Amikacin Sulfate,Amikacin Sulfate,Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.,AMIKACIN SULFATE (500 mg/2mL),"INJECTION, SOLUTION","INTRAMUSCULAR, INTRAVENOUS",HUMAN PRESCRIPTION DRUG,ANDA,ANDA204040
37662-0976,Acidum Fluoricum,Acidum Fluoricum,"Hahnemann Laboratories, INC.",HYDROFLUORIC ACID (100 [hp_C]/1),PELLET,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
37662-0515,Croton Tiglium,Croton Tiglium,"Hahnemann Laboratories, INC.",CROTON TIGLIUM SEED (30 [hp_C]/1),PELLET,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
37662-0746,Foeniculum Vulgare,Foeniculum Vulgare,"Hahnemann Laboratories, INC.",GRATIOLA OFFICINALIS (500 [hp_C]/1),PELLET,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
37662-0284,Chromium Sulphuricum,Chromium Sulphuricum,"Hahnemann Laboratories, INC.",CHROMIC SULFATE (12 [hp_C]/1),PELLET,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
27241-205,Brexpiprazole,Brexpiprazole,Ajanta Pharma USA Inc.,BREXPIPRAZOLE (.5 mg/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA213718
29300-188,bisoprolol fumarate and hydrochlorothiazide,bisoprolol fumarate and hydrochlorothiazide,"Unichem Pharmaceuticals (USA), Inc.",BISOPROLOL FUMARATE (5 mg/1); HYDROCHLOROTHIAZIDE (6.25 mg/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA079106
30142-159,LOPERAMIDE HYDROCHLORIDE,Anti-Diarrheal,KROGER COMPANY,LOPERAMIDE HYDROCHLORIDE (2 mg/1),"CAPSULE, LIQUID FILLED",ORAL,HUMAN OTC DRUG,NDA,NDA021855
30142-853,Phenylephrine HCl,Sinus Congestion,Kroger Company,PHENYLEPHRINE HYDROCHLORIDE (10 mg/1),"TABLET, FILM COATED",ORAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M012
31722-154,Valsartan,Valsartan,"Camber Pharmaceuticals, Inc.",VALSARTAN (320 mg/1),"TABLET, FILM COATED",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA203311
31722-545,lithium carbonate,lithium carbonate,"Camber Pharmaceuticals, Inc.",LITHIUM CARBONATE (300 mg/1),CAPSULE,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA090702
31722-952,Methylphenidate Hydrochloride,Methylphenidate Hydrochloride,"Camber Pharmaceuticals, Inc.",METHYLPHENIDATE HYDROCHLORIDE (18 mg/1),"TABLET, EXTENDED RELEASE",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA211009
0115-1721,Apixaban,Apixaban,Amneal Pharmaceuticals of New York LLC,APIXABAN (2.5 mg/1),"TABLET, FILM COATED",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA209810
34645-4020,Povidone Iodine,Povidone Iodine Impregnated,"Jianerkang Medical Co., Ltd",POVIDONE-IODINE (7.5 mg/mL),SPONGE,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M005
0115-9920,Dexmethylphenidate hydrochloride,Dexmethylphenidate hydrochloride,Amneal Pharmaceuticals of New York LLC,DEXMETHYLPHENIDATE HYDROCHLORIDE (15 mg/1),"CAPSULE, EXTENDED RELEASE",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA079108
36800-237,"IBUPROFEN, DIPHENHYDRAMINE HCL",Ibuprofen PM,TOP CARE (Topco Associates LLC),DIPHENHYDRAMINE HYDROCHLORIDE (25 mg/1); IBUPROFEN (200 mg/1),"CAPSULE, LIQUID FILLED",ORAL,HUMAN OTC DRUG,ANDA,ANDA090397
36800-785,DIMETHICONE,Gas Relief Extra Strength,TOPCO ASSOCIATES LLC,"DIMETHICONE, UNSPECIFIED (125 mg/1)","CAPSULE, LIQUID FILLED",ORAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M002
37662-0046,Calcarea Acetica,Calcarea Acetica,"Hahnemann Laboratories, INC.",CALCIUM ACETATE (500 [hp_C]/1),PELLET,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
0143-9240,Bleomycin,Bleomycin,Hikma Pharmaceuticals USA Inc.,BLEOMYCIN SULFATE (15 [USP'U]/1),"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION","INTRAMUSCULAR, INTRAPLEURAL, INTRAVENOUS, SUBCUTANEOUS",HUMAN PRESCRIPTION DRUG,ANDA,ANDA065042
0143-9270,Floxuridine,Floxuridine,Hikma Pharmaceuticals USA Inc.,FLOXURIDINE (100 mg/mL),"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRA-ARTERIAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA075387
41163-494,acetaminophen,childrens acetaminophen,"United Natural Foods, Inc. dba UNFI",ACETAMINOPHEN (160 mg/1),"TABLET, CHEWABLE",ORAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M013
41167-3535,Levocetirizine dihydrochloride,Childrens Xyzal Allergy,"Chattem, Inc.",LEVOCETIRIZINE DIHYDROCHLORIDE (2.5 mg/5mL),SOLUTION,ORAL,HUMAN OTC DRUG,NDA,NDA209090
37662-1207,Sambucus Nigra,Sambucus Nigra,"Hahnemann Laboratories, INC.",SAMBUCUS NIGRA FLOWERING TOP (6 [hp_C]/1),PELLET,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
37662-1437,Phytolacca Decandra,Phytolacca Decandra,"Hahnemann Laboratories, INC.",PHYTOLACCA AMERICANA ROOT (30 [hp_C]/1),PELLET,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
37662-1667,Hydrastis Canadensis,Hydrastis Canadensis,"Hahnemann Laboratories, INC.",GOLDENSEAL (30 [hp_C]/1),PELLET,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
37662-1898,Natrum Sulphuricum,Natrum Sulphuricum,"Hahnemann Laboratories, INC.",SODIUM SULFATE (100 [hp_C]/1),PELLET,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
37662-2133,Zincum Bromatum,Zincum Bromatum,"Hahnemann Laboratories, INC.",ZINC BROMIDE (12 [hp_C]/1),PELLET,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
37662-2362,Acidum Picricum,Acidum Picricum,"Hahnemann Laboratories, INC.",PICRIC ACID (1 [hp_M]/1),PELLET,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
37662-2593,Granatum Punica,Granatum Punica,"Hahnemann Laboratories, INC.",PUNICA GRANATUM ROOT BARK (12 [hp_C]/1),PELLET,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
37662-2824,Rhamnus Cathartica,Rhamnus Cathartica,"Hahnemann Laboratories, INC.",RHAMNUS CATHARTICA FRUIT (30 [hp_C]/1),PELLET,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
37662-3055,Strontium Fluoratum,Strontium Fluoratum,"Hahnemann Laboratories, INC.",STRONTIUM FLUORIDE (100 [hp_C]/1),PELLET,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
0143-9169,ustekinumab-hmny,Starjemza,Hikma Pharmaceuticals USA Inc.,USTEKINUMAB (45 mg/.5mL),INJECTION,SUBCUTANEOUS,HUMAN PRESCRIPTION DRUG,BLA,BLA761419
37662-3284,Titanium Carbonatum,Titanium Carbonatum,"Hahnemann Laboratories, INC.",TITANIUM CARBIDE (500 [hp_C]/1),PELLET,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
37662-3515,Alumina Silicata,Alumina Silicata,"Hahnemann Laboratories, INC.",KAOLIN (100 [hp_C]/1),PELLET,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
37662-3746,Kali Oxalicum,Kali Oxalicum,"Hahnemann Laboratories, INC.",POTASSIUM OXALATE (12 [hp_C]/1),PELLET,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
37662-3976,Niccolum Muriaticum,Niccolum Muriaticum,"Hahnemann Laboratories, INC.",NICKEL CHLORIDE (6 [hp_C]/1),PELLET,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
43598-486,Nicotine Polacrilex,Nicotine Polacrilex,Dr. Reddy's Laboratories Inc.,NICOTINE (2 mg/1),LOZENGE,ORAL,HUMAN OTC DRUG,ANDA,ANDA212796
43689-0022,"Causticum, Colocynthis, Cuprum Metallicum, Magnesia Phosphorica, Phytolacca Decandra, Rhus Tox, Stannum Metallicum, Veratrum Album",Muscle Cramp Pain Reliever,The Magni Company,"CAUSTICUM (12 [hp_X]/1); CITRULLUS COLOCYNTHIS FRUIT PULP (12 [hp_X]/1); COPPER (12 [hp_X]/1); MAGNESIUM PHOSPHATE, DIBASIC TRIHYDRATE (12 [hp_X]/1); PHYTOLACCA AMERICANA ROOT (12 [hp_X]/1); TIN (12 [hp_X]/1); TOXICODENDRON PUBESCENS LEAF (12 [hp_X]/1); VERATRUM ALBUM ROOT (12 [hp_X]/1)",TABLET,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
43547-595,ropinirole hydrochloride,ropinirole hydrochloride,"SOLCO HEALTHCARE US, LLC",ROPINIROLE HYDROCHLORIDE (.25 mg/1),"TABLET, FILM COATED",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA078110
41250-414,Psyllium Husk,meijer Natural Fiber,MEIJER DISTRIBUTION INC,PSYLLIUM HUSK (3.4 g/12g),POWDER,ORAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M007
41250-993,Ibuprofen,Ibuprofen,Meijer Distribution Inc,IBUPROFEN (200 mg/1),"TABLET, FILM COATED",ORAL,HUMAN OTC DRUG,ANDA,ANDA075139
42023-172,mycophenolate mofetil,Mycophenolate Mofetil,"Endo USA, Inc.",MYCOPHENOLATE MOFETIL (500 mg/20mL),"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,HUMAN PRESCRIPTION DRUG,ANDA,ANDA203575
42291-502,losartan potassium and hydrochlorothiazide,Losartan Potassium and Hydrochlorothiazide,AvKARE,HYDROCHLOROTHIAZIDE (12.5 mg/1); LOSARTAN POTASSIUM (50 mg/1),"TABLET, FILM COATED",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA201845
42507-249,Magnesium Citrate,Magnesium Citrate,"Hy-Vee, Inc.",MAGNESIUM CITRATE (1.745 g/29.6mL),LIQUID,ORAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M007
42602-005,NITROGEN,NITROGEN NF,"Norco, Inc",NITROGEN (999 L/1000L),GAS,RESPIRATORY (INHALATION),HUMAN PRESCRIPTION DRUG,NDA,NDA205805
42731-033,"Allium cepa, Ambrosia artemisiifolia, Euphrasia officinalis, Galphimia glauca, Histaminum hydrochloricum, Hydrastis canadensis, Lemna minor, Luffa operculata, Natrum muriaticum, Polyporus pinicola, Sabadilla",Triple Allergy Defense,"Nenningers Naturals, LLC",ALLIUM CEPA WHOLE (30 [hp_C]/60mL); AMBROSIA ARTEMISIIFOLIA (30 [hp_C]/60mL); EUPHRASIA STRICTA (30 [hp_C]/60mL); FOMITOPSIS PINICOLA FRUITING BODY (30 [hp_C]/60mL); GALPHIMIA GLAUCA FLOWERING TOP (30 [hp_C]/60mL); HISTAMINE DIHYDROCHLORIDE (30 [hp_C]/60mL); HYDRASTIS CANADENSIS WHOLE (30 [hp_C]/60mL); LEMNA MINOR (30 [hp_C]/60mL); LUFFA OPERCULATA FRUIT (30 [hp_C]/60mL); SCHOENOCAULON OFFICINALE SEED (30 [hp_C]/60mL); SODIUM CHLORIDE (30 [hp_C]/60mL),LIQUID,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
42806-564,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,"Epic Pharma, LLC",CHLORDIAZEPOXIDE HYDROCHLORIDE (5 mg/1),"CAPSULE, GELATIN COATED",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA085461
42961-222,"bacitracin zinc, neomycin sulfate and polymyxin b sulfate",Xpect Triple Antibiotic,Cintas Corporation,BACITRACIN ZINC (400 [iU]/g); NEOMYCIN SULFATE (5 mg/g); POLYMYXIN B SULFATE (5000 [iU]/g),OINTMENT,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M004
43406-0014,"Arsenicum Album, Bryonia Alba, Cuprum Acenticum, Drosera Rotundifolia, Ipecacuanha, Kali Carbonicum, Phosphorus, Pulsatilla, Spongia Tosta",Cough HP,"Natural Creations, Inc","ARSENIC TRIOXIDE (30 [hp_X]/mL); BRYONIA ALBA ROOT (30 [hp_X]/mL); CUPRIC ACETATE (30 [hp_X]/mL); DROSERA ROTUNDIFOLIA (30 [hp_X]/mL); IPECAC (30 [hp_X]/mL); PHOSPHORUS (30 [hp_X]/mL); POTASSIUM CARBONATE (30 [hp_X]/mL); PULSATILLA VULGARIS (30 [hp_X]/mL); SPONGIA OFFICINALIS SKELETON, ROASTED (30 [hp_X]/mL)",LIQUID,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
43498-314,Benzocaine,Burkhart Topical Anesthetic,Burkhart Dental Supply Inc,BENZOCAINE (200 mg/g),GEL,DENTAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M022
43063-855,SERTRALINE HYDROCHLORIDE,SERTRALINE HYDROCHLORIDE,"PD-Rx Pharmaceuticals, Inc.",SERTRALINE HYDROCHLORIDE (50 mg/1),"TABLET, FILM COATED",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA202825
43353-027,Pantoprazole Sodium,Pantoprazole Sodium,"Aphena Pharma Solutions - Tennessee, LLC",PANTOPRAZOLE SODIUM (40 mg/1),"TABLET, DELAYED RELEASE",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA078281
47781-668,levothyroxine sodium,levothyroxine sodium,"Alvogen, Inc.",LEVOTHYROXINE SODIUM (200 ug/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,NDA,NDA021116
48951-8352,Quercus Borago,Quercus Borago,Uriel Pharmacy Inc.,ANTIMONY (3 [hp_X]/g); BORAGE (1 [hp_X]/g); HAMAMELIS VIRGINIANA ROOT BARK/STEM BARK (1 [hp_X]/g); HORSE CHESTNUT (1 [hp_X]/g); MERCURIALIS PERENNIS (1 [hp_X]/g); MILK THISTLE (1 [hp_X]/g); QUERCUS ROBUR WHOLE (1 [hp_X]/g),OINTMENT,TOPICAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
43742-2040,"Influenzinum (2021-2022), Herpes Simplex 1 Nosode, Herpes Simplex 2 Nosode, Human Herpesvirus 6A, Human Herpesvirus 6B, Cytomegalovirus Nosode, Hepatitis B Nosode, Adenoviren Nosode, Epstein-Barr Virus Nosode",Vir Combination,"Deseret Biologicals, Inc.",HEPATITIS B VIRUS (33 [hp_X]/mL); HUMAN ADENOVIRUS B SEROTYPE 7 STRAIN 55142 ANTIGEN (12 [hp_C]/mL); HUMAN ADENOVIRUS E SEROTYPE 4 STRAIN CL-68578 ANTIGEN (12 [hp_C]/mL); HUMAN HERPESVIRUS 1 (15 [hp_X]/mL); HUMAN HERPESVIRUS 2 (15 [hp_X]/mL); HUMAN HERPESVIRUS 4 (16 [hp_C]/mL); HUMAN HERPESVIRUS 5 (18 [hp_X]/mL); HUMAN HERPESVIRUS 6 (15 [hp_X]/mL); INFLUENZA A VIRUS A/TASMANIA/503/2020 IVR-221 (H3N2) ANTIGEN (FORMALDEHYDE INACTIVATED) (12 [hp_X]/mL); INFLUENZA A VIRUS A/VICTORIA/2570/2019 IVR-215 (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED) (12 [hp_X]/mL); INFLUENZA B VIRUS B/PHUKET/3073/2013 ANTIGEN (FORMALDEHYDE INACTIVATED) (12 [hp_X]/mL); INFLUENZA B VIRUS B/WASHINGTON/02/2019 ANTIGEN (FORMALDEHYDE INACTIVATED) (12 [hp_X]/mL),LIQUID,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
43857-0148,"Heart (Suis), Small Intestine (Suis), Germanium Sesquioxide, Cobaltum Metallicum, Cysteinum, Manganum Metallicum, Manganese Gluconate, alpha-Ketoglutaricum Acidum, Arsenicum Album, Aurum Metallicum, Fumaricum Acidum, Natrum Oxalaceticum, Phosphorus",Diathesis III,"BioActive Nutritional, Inc.",.ALPHA.-KETOGLUTARIC ACID (12 [hp_X]/mL); ARSENIC TRIOXIDE (12 [hp_X]/mL); COBALT (9 [hp_X]/mL); CYSTEINE (9 [hp_X]/mL); FUMARIC ACID (12 [hp_X]/mL); GERMANIUM SESQUIOXIDE (8 [hp_X]/mL); GOLD (12 [hp_X]/mL); MANGANESE (9 [hp_X]/mL); MANGANESE GLUCONATE (10 [hp_X]/mL); PHOSPHORUS (12 [hp_X]/mL); PORK HEART (6 [hp_X]/mL); PORK INTESTINE (6 [hp_X]/mL); SODIUM DIETHYL OXALACETATE (12 [hp_X]/mL),LIQUID,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
